"","predictors","vif_value"
"1","X2014_F05600_ln",9.70233730100859
"2","X2014_F10400_ln",9.26750980618124
"3","X2014_CAPAS_ln",8.19629160522896
"4","X2014_F05510_ln",8.13535584278199
"5","X2014_F10500_ln",7.70408863235745
"6","X2014_F10300_ln",6.977739045805
"7","X2014_RETA_ln",4.87735412147477
"8","X2014_F02200_ln",4.77944699672489
"9","X2014_V16140_ln",2.40835300814221
