"","X2014_F05200","X2014_V16140","X2014_F12000","X2014_F16200","X2014_F01000","X2014_IOL","X2014_WCTA","X2014_EBITS","X2014_CFD","X2014_DTA","X2014_TATL","X2014_ROS","X2014_ROI","X2014_NITA","X2014_WCEBITDA","X2014_RETA","X2014_CAPAS","X2014_DTA.TAY","X2014_LD.LDE","X2014_ITA","X2014_CNS","X2014_COGSSALES","X2014_CTA","X2014_ROL","X2014_ER","X2014_EC","not_survive"
"1",0,37,0,0,0,0,-0.666666666666667,0.424205378973105,0.00833333333333333,0.689655172413793,1.45,0.0146699266503667,0.0128342245989306,0.0689655172413793,-0.710227272727273,0.0229885057471264,1.2,0.833333333333333,1,0,0.00122249388753056,0.187041564792176,0.00574712643678161,0.1,0.987328405491024,1.01283422459893,0
"2",0,38,0,0,0,0,-0.0363951473136915,5.97663551401869,4.47619047619048,0.0363951473136915,0.619098712446352,-7.34474327628362,-1,-0.61525129982669,-0.231501057082452,0,-1.93989071038251,0.292349726775956,1,0.440207972270364,0.0846800258564964,6.52272727272727,0.162911611785095,-0.380901287553648,59.0909090909091,0,1
"3",0,20,0,0,0,0,-0.402985074626866,0.921951219512195,0.473684210526316,0.850746268656716,1.17543859649123,0.024390243902439,0.0249999999999999,0.0746268656716418,-0.137566137566138,0,1.25,0,0.857142857142857,0,0.131707317073171,0.0829268292682927,0.402985074626866,0.087719298245614,0.975609756097561,1.025,0
"4",0,23,0,0,0,0,0.431703204047218,0.264248704663212,0.0186567164179104,0.451939291736931,2.21268656716418,0.074019245003701,0.0798722044728435,0.168634064080944,0.92436974789916,0.387858347386172,0.181818181818182,0,0.952830188679245,0,0.00370096225018505,0.156180606957809,0.00843170320404722,0.373134328358209,0.92603550295858,1.07987220447284,0
"5",0,23,0,0,0,0,-0.991503422232712,0.0258317338451695,0.704118067126875,0.991503422232712,1.0085693882409,0.00279910428662828,0.00280044807169144,0.00826056171819684,-1.93733333333333,0,0.552631578947368,0.6,0,0.0387066320509795,0.236564299424184,0.0141554702495202,0.698135473212178,0.00833134967864794,0.997207372536504,1.00280044807169,1
"6",0,146,0,0,0,0,-0.565781710914454,1.0615296147211,0.020746887966805,0.568731563421829,1.64403491755577,-0.158711903392754,-0.136566056407719,-0.16283185840708,-1.10783798001052,0.721533923303835,-7.66666666666667,1.7741935483871,0,0.0194690265486726,0.0115008625646924,0.560092006900518,0.0117994100294985,-0.267701260911736,1.15816618911175,0.863433943592281,0
"7",0,18,0,0,0,0,-0.168674698795181,0.546218487394958,0.0188679245283019,0.63855421686747,1.56603773584906,-0.0112044817927171,-0.00980392156862742,-0.0481927710843374,-0.0956937799043062,0,-0.0540540540540541,0.368421052631579,0.142857142857143,0,0.00280112044817927,0.210084033613445,0.0120481927710843,-0.0754716981132075,1.00990099009901,0.990196078431373,0
"8",0,26,0,0,0,0,0.440894568690096,0.379688929551693,0.2,0.798722044728435,1.23715415019763,0.00365965233302836,0.00362976406533577,0.00425985090521832,0.655963302752294,0.201277955271566,0.00581395348837209,0.11731843575419,0.992424242424242,0,0.137236962488564,0.136322049405306,0.159744408945687,0.00527009222661397,0.996383363471971,1.00362976406534,0
"9",0,13,0,0,0,0,-0.0309278350515464,0.787425149700599,2.33333333333333,0.123711340206186,8.08333333333333,0.212574850299401,0.269961977186312,0.731958762886598,-0.135531135531136,0.11340206185567,1.16393442622951,0.192307692307692,0,0,0.0838323353293413,0.488023952095808,0.288659793814433,5.91666666666667,0.787425149700599,1.26996197718631,0
"10",0,14,0,0,0,0,0.68836291913215,0.14922480620155,1.88888888888889,0.0355029585798817,28.1666666666667,0.0348837209302326,0.036144578313253,0.0710059171597633,2.25925925925926,0.90138067061144,0.0786026200873362,0.0879120879120879,0,0,0.0329457364341085,0.0426356589147287,0.0670611439842209,2,0.965116279069767,1.03614457831325,0
