"X","X2014_F05600_ln","X2014_F10400_ln","X2014_CAPAS_ln","X2014_F05510_ln","X2014_F10500_ln","X2014_F10300_ln","X2014_RETA_ln","X2014_F02200_ln","X2014_V16140_ln","not_survive"
124,1.38629436111989,2.63905732961526,-5.38449506278909,4.59511985013459,4.47733681447821,4.49980967033027,-2.20282056284034,6.01126717440416,2.56494935746154,0
125,3.09104245335832,1.38629436111989,-3.4937489390274,4.00733318523247,8.17018565287964,4.58496747867057,-2.84702131702255,4.70953020131233,2.89037175789616,0
127,4.86753445045558,2.94443897916644,-0.478587372937127,5.61312810638807,6.38519439899773,5.06259503302697,-0.674730453773714,4.38202663467388,2.99573227355399,0
131,1.38629436111989,2.30258509299405,-5.72358510195238,3.52636052461616,7.24279792279376,4.83628190695148,-2.83839023223575,3.43398720448515,3.3322045101752,0
132,0.693147180559945,1.09861228866811,-5.07829394257007,1.38629436111989,5.5683445037611,5.10594547390058,-4.43970574626056,2.70805020110221,3.40119738166216,0
134,5.27299955856375,2.94443897916644,-1.53780825629485,6.83195356556585,5.89440283426485,4.91265488573605,-0.27547190854485,5.76519110278484,3.09104245335832,0
135,5.92958914338989,5.60947179518496,-2.99370157345939,6.73221070646721,10.1883656976552,6.53087762772588,-3.04769578429757,7.722677516468,4.77912349311153,0
136,3.43398720448515,2.39789527279837,-3.33010145997843,2.99573227355399,8.06714903991011,5.02388052084628,-4.0943445622221,6.63463335786169,3.52636052461616,0
137,3.66356164612965,4.70953020131233,-3.49791601240354,6.07534603108868,7.95296679092313,4.47733681447821,-1.23654013298848,6.5694814204143,2.83321334405622,0
138,0.693147180559945,0.693147180559945,-4.33729074083249,4.36944785246702,4.31748811353631,4.78749174278205,-0.693147180559945,0,3.13549421592915,0
139,4.65396035015752,4.47733681447821,-2.7352627646271,3.3322045101752,9.12205545710861,5.73009978297357,-7.48042830607421,6.80128303447162,3.8286413964891,0
140,2.94443897916644,4.35670882668959,-3.76892216178747,6.78332520060396,7.53955882930103,5.31320597904179,-0.527893183815668,4.38202663467388,2.70805020110221,0
141,4.20469261939097,2.484906649788,-1.71695825614536,5.09375020080676,8.41693076947784,5.36597601502185,-0.997559681270936,4.99721227376411,3.46573590279973,0
143,1.79175946922805,4.83628190695148,-4.33510971488613,5.90808293816893,3.87120101090789,5.04342511691925,-0.451490930503447,6.12468339089421,3.29583686600433,0
144,2.19722457733622,0,-3.02529107579554,1.94591014905531,1.79175946922805,4.12713438504509,-3.42936825862885,0.693147180559945,2.63905732961526,0
145,4.24849524204936,2.77258872223978,-1.78962043097931,4.71849887129509,7.61184239958042,4.24849524204936,-1.71925277844131,5.79301360838414,2.70805020110221,0
147,3.58351893845611,2.70805020110221,-2.8777929756893,5.41610040220442,7.96276393016811,4.88280192258637,-1.1999647829284,5.74300318780948,3.3322045101752,0
148,4.54329478227,0,-1.34707364796661,2.63905732961526,8.48920515487607,5.65248918026865,-4.33822401201549,0,3.8286413964891,0
149,6.44571981938558,5.02388052084628,-1.23591859860045,6.78332520060396,7.59739632021279,5.30330490805908,-1.41062782295978,7.47533923656674,3.55534806148941,0
150,3.43398720448515,0,2.99573227355399,2.89037175789616,2.39789527279837,5.19849703126583,-3.88156379794344,1.09861228866811,2.94443897916644,0
151,6.91968384984741,3.76120011569356,2.49293882148526,0.693147180559945,2.39789527279837,5.59842195899838,-6.69208374250663,4.39444915467244,2.70805020110221,0
152,6.20050917404269,5.34710753071747,-2.31056771883734,7.44014668066269,4.70048036579242,5.78382518232974,-1.20579146664411,8.61866616034687,3.58351893845611,0
153,5.32300997913841,3.89182029811063,-0.83157920918347,4.54329478227,3.29583686600433,4.65396035015752,-2.15497327184541,6.25382881157547,2.56494935746154,0
154,4.57471097850338,4.14313472639153,-2.95268945062132,7.56527528189893,8.69450220638665,4.78749174278205,-0.677217871288694,7.54115245513631,2.89037175789616,0
159,7.00124562206948,5.76832099579377,1.10536147064304,7.96935774201635,10.962891127979,8.27664912542186,-1.74236379489783,6.09356977004514,4.24849524204936,1
161,0,1.94591014905531,-4.969813299576,0,6.98564181763921,4.38202663467388,-5.76832099579377,3.46573590279973,2.63905732961526,0
162,3.71357206670431,3.76120011569356,-4.54304734938491,6.79122146272619,9.99126946591966,6.24416690066374,-1.84925074485022,6.62007320653036,4.23410650459726,0
163,0,0.693147180559945,-4.78986986518701,2.39789527279837,2.94443897916644,5.42934562895444,-5.92692602597041,0,3.89182029811063,1
164,5.2040066870768,5.42934562895444,-4.0353310847377,7.25063551189868,8.42639282708974,6.03548143252476,-1.24349373991901,7.84737183615979,4.11087386417331,0
165,3.04452243772342,1.38629436111989,-4.20469261939097,3.8286413964891,8.21365270303,5.33753807970132,-3.04865467500833,1.09861228866811,3.46573590279973,0
166,4.80402104473326,1.6094379124341,-4.54223038621422,2.99573227355399,4.40671924726425,6.48768401848461,-2.63905732961526,0.693147180559945,2.56494935746154,0
167,5.0998664278242,1.38629436111989,2.02595285672885,0,0.693147180559945,6.8501261661455,-5.57972982598622,3.17805383034795,4.06044301054642,0
169,0,1.09861228866811,-7.20711885620776,6.04737217904628,2.484906649788,4.17438726989564,-0.167235919375914,2.07944154167984,2.94443897916644,1
170,2.39789527279837,2.19722457733622,-3.39841573870028,0,7.58426481838906,4.82028156560504,-5.91889385427315,5.0998664278242,3.09104245335832,0
171,3.49650756146648,2.99573227355399,1.41369333530801,2.94443897916644,0.693147180559945,5.18738580584075,-1.97554194666168,2.19722457733622,2.77258872223978,0
172,6.67582322163485,4.15888308335967,-1.61329410412427,8.39840965542627,8.61104776688786,4.4188406077966,-0.57418101284634,6.8596149036542,2.56494935746154,0
173,4.26267987704132,2.39789527279837,-1.69433735622059,6.42971947803914,6.96224346426621,4.91265488573605,-0.164693981710641,5.74300318780948,2.83321334405622,0
178,5.4510384535657,4.21950770517611,-2.73709496094478,5.41164605185504,0,6.42324696353352,-3.47227141935293,8.18813341451048,2.83321334405622,1
179,5.2040066870768,5.8636311755981,-5.78689738136671,4.89783979995091,3.78418963391826,6.80793494369993,-2.88120884497464,7.34858753092759,4.33073334028633,1
180,1.38629436111989,2.30258509299405,-8.24249315318763,4.68213122712422,5.57972982598622,4.44265125649032,-1.80555279136039,6.18826412308259,2.63905732961526,1
181,4.24849524204936,3.09104245335832,-2.08901099269599,5.26269018890489,7.7596141506969,4.26267987704132,-1.21735437302177,5.96870755998537,2.63905732961526,0
182,3.46573590279973,2.83321334405622,0.90078654533819,5.89164421182577,3.13549421592915,7.01031186730723,0.0167134809737405,2.56494935746154,3.17805383034795,0
183,3.52636052461616,1.79175946922805,-1.90367738543204,4.55387689160054,5.98896141688986,4.77068462446567,-2.28345592308505,4.969813299576,2.89037175789616,0
185,8.88930831984285,7.01391547481053,-1.56668924422894,10.5357694573248,11.7671257252296,7.82803803212583,-0.937177407368243,9.21064032698518,5.20948615284142,1
187,0,3.63758615972639,-1.29928298413026,5.57594910314632,2.56494935746154,5.30330490805908,-0.104223505870751,4.56434819146784,2.83321334405622,0
191,4.8283137373023,1.09861228866811,3.13549421592915,3.13549421592915,2.39789527279837,5.33271879326537,-2.05746263496106,1.79175946922805,2.56494935746154,0
192,5.71702770140622,5.18178355029209,-1.70151533080234,6.90775527898214,7.90581031265893,5.6021188208797,-1.17988500879685,7.38461038317697,3.71357206670431,1
193,5.46806014113513,2.77258872223978,-0.881470966714927,6.22455842927536,6.41017488196617,5.7268477475872,-0.691165019355954,3.68887945411394,3.13549421592915,1
194,7.028201432058,5.36597601502185,-2.15551845288952,9.24532134087143,11.2480480451717,7.18235211188526,-1.01828521800599,7.09340462586877,4.74493212836325,0
195,2.89037175789616,0.693147180559945,-1.25276296849537,0,8.19174002127746,4.55387689160054,-4.57471097850338,1.6094379124341,2.83321334405622,0
196,5.48893772615669,4.00733318523247,-1.89078022842892,7.40974195408092,7.77317368048254,5.59471137960184,-0.528346772816029,6.49526555593701,3.3322045101752,0
197,3.36729582998647,0,2.67414864942653,0.693147180559945,0,4.56434819146784,-3.77276093809464,0.693147180559945,2.94443897916644,0
198,2.63905732961526,1.6094379124341,-3.61932839115282,3.71357206670431,6.53813982376767,4.77068462446567,-2.70316021580802,4.62497281328427,3.04452243772342,0
200,5.88610403145016,0,0.400477566597125,5.43372200355424,2.83321334405622,5.36597601502185,-1.49774980204521,1.6094379124341,3.17805383034795,0
201,2.99573227355399,3.43398720448515,-2.22216352568347,4.90527477843843,8.74257423767064,5.19849703126583,-2.41789593950504,3.95124371858143,3.2188758248682,0
203,4.65396035015752,3.71357206670431,-1.25400443358343,6.53524127101366,8.52218073292728,5.17048399503815,-0.987699647058712,5.75574221358691,2.63905732961526,0
204,0,2.30258509299405,-4.969813299576,0,1.6094379124341,5.19295685089021,-2.99573227355399,4.02535169073515,3.17805383034795,1
206,2.83321334405622,0.693147180559945,-2.5928952878521,6.04737217904628,7.62705741701893,4.68213122712422,-0.0989570786226194,1.09861228866811,2.70805020110221,0
207,5.71373280550937,4.04305126783455,0.868351269585036,6.46302945692067,3.29583686600433,4.98360662170834,-0.739631739602568,4.94875989037817,2.89037175789616,0
209,0,1.38629436111989,-4.82028156560504,4.48863636973214,2.484906649788,4.57471097850338,-0.97519543529347,0.693147180559945,2.89037175789616,0
211,5.07517381523383,3.8286413964891,-1.52605630349505,6.50279004591562,8.62980733578537,5.64897423816121,-0.41293340271569,6.36990098282823,3.95124371858143,0
212,7.69984240739699,5.69035945432406,-0.928713251872712,9.07038841154874,8.48714627006394,7.07918439460967,-0.303005746863743,8.65799806800726,3.85014760171006,0
213,0,3.66356164612965,-3.89182029811063,5.09375020080676,1.38629436111989,4.56434819146784,-0.229259778331646,4.21950770517611,2.77258872223978,0
214,2.484906649788,0,-0.510825623765991,2.63905732961526,2.77258872223978,5.6970934865054,-3.58945367397592,0,2.56494935746154,1
215,3.2188758248682,3.52636052461616,-2.84366275993056,4.87519732320115,8.27231514795602,4.91265488573605,-2.54837112105802,5.40717177146012,3.17805383034795,0
216,3.43398720448515,4.38202663467388,-3.7965101183063,7.26052259808985,5.00394630594546,5.32300997913841,-0.813503618034209,4.35670882668959,2.63905732961526,1
217,0,2.63905732961526,-6.7990558620588,3.8286413964891,2.39789527279837,5.16478597392351,-6.93925394604151,6.78219205600679,2.94443897916644,0
218,5.40267738187228,3.87120101090789,-0.984201937490365,6.36647044773144,1.38629436111989,5.04342511691925,-2.66222813635555,6.38687931936265,3.09104245335832,1
219,2.83321334405622,4.57471097850338,-6.55677835615804,5.64190707093811,6.41673228251233,5.31811999384422,-1.99484504149767,6.56244409369372,3.13549421592915,0
220,4.00733318523247,2.56494935746154,-5.9519437889457,6.81783057145415,6.67329796776765,5.54907608489522,-0.880652216426796,3.46573590279973,3.80666248977032,1
222,5.41164605185504,4.26267987704132,-1.11191035697274,5.85507192220243,7.72134861261795,5.14166355650266,-1.6191328842937,6.57228254269401,3.25809653802148,0
223,2.39789527279837,2.484906649788,-4.063092018718,6.23244801655052,6.8001700683022,4.94875989037817,-0.458394260868041,5.7037824746562,2.83321334405622,0
224,4.14313472639153,4.53259949315326,-7.23321471576795,4.72738781871234,4.82028156560504,5.68697535633982,-3.21958353898125,7.45356187164337,2.99573227355399,0
227,7.14282740116162,6.20050917404269,-2.90909610924319,9.23464266449915,11.7265518715926,6.58340922215876,-1.93434073400878,9.28107838648152,4.30406509320417,0
229,8.69466969654699,4.02535169073515,0.885067163882847,9.33864563212911,9.74619026064691,6.4085287910595,-0.863426840221081,7.84149292446001,3.58351893845611,0
230,5.24174701505964,3.80666248977032,-1.38391056976461,4.17438726989564,8.30052860619974,4.76217393479776,-2.77642749854695,6.66185474054531,3.17805383034795,0
231,3.13549421592915,4.67282883446191,-4.4530544712512,7.06902342657826,8.49453850085143,5.05624580534831,-1.12299348795862,7.41155628781116,3.17805383034795,0
232,4.77068462446567,0,3.0834378539731,0,6.45204895443723,5.14166355650266,-6.54391184556479,1.79175946922805,3.58351893845611,0
234,4.20469261939097,3.52636052461616,-5.08450514266271,5.65599181081985,6.95272864462487,4.79579054559674,-1.36509215346929,6.2841341610708,2.63905732961526,0
236,2.56494935746154,2.19722457733622,-3.44771739729705,2.19722457733622,5.13579843705026,4.43081679884331,-5.50736199348274,6.01859321449623,2.56494935746154,0
239,3.3322045101752,4.62497281328427,-2.13435729927595,6.93049476595163,3.25809653802148,7.62217459481762,-0.290610332230869,5.5683445037611,4.02535169073515,0
240,7.47533923656674,4.02535169073515,-1.23528857027825,8.0149968943483,10.3424196734772,5.90263333340137,-1.23350593872223,6.11809719804135,2.83321334405622,0
241,3.58351893845611,2.07944154167984,-2.27212588550934,5.08140436498446,6.73696695800186,4.64439089914137,-1.10274452595302,4.89034912822175,2.70805020110221,0
242,6.95272864462487,2.63905732961526,2.79521806037054,7.81923445385907,5.4971682252932,4.52178857704904,-0.455887176357439,3.8286413964891,2.70805020110221,1
243,3.95124371858143,3.40119738166216,-3.15841785583109,0.693147180559945,7.05961762829138,4.98360662170834,-5.47227067367148,5.18178355029209,3.17805383034795,0
244,4.20469261939097,5.10594547390058,-3.01488109239275,7.41697962138115,5.08140436498446,5.44241771052179,-0.474351136280735,7.33106030521863,2.63905732961526,0
246,3.36729582998647,1.09861228866811,-2.30881564274468,2.89037175789616,7.82564473221999,4.67282883446191,-3.03921738549373,1.79175946922805,2.89037175789616,0
249,2.39789527279837,8.00603417874901,-5.64013244757975,2.70805020110221,9.21701802672942,7.07326971745971,-8.51929098949838,9.09110628405248,4.17438726989564,1
250,2.39789527279837,1.38629436111989,-2.30258509299405,1.6094379124341,3.98898404656427,5.21493575760899,-5.92425579741453,3.17805383034795,3.52636052461616,0
251,3.8286413964891,4.89034912822175,-2.32539977076022,5.30826769740121,3.46573590279973,6.39526159811545,-1.47844925320388,6.27664348934164,2.89037175789616,1
252,6.52356230614951,5.52146091786225,-0.69182530330203,6.75576892198425,10.1417561415954,5.59471137960184,-1.92643010401625,7.17625453201714,3.52636052461616,0
255,1.38629436111989,2.07944154167984,-6.94215670569947,2.30258509299405,7.13089883029635,5.04985600724954,-5.82806287516654,2.19722457733622,3.25809653802148,0
256,2.83321334405622,5.37063802812766,-3.83945231259331,8.17948018535889,3.91202300542815,6.79234442747081,-0.323816900865235,6.66568371778241,5.14166355650266,0
258,6.28785856016178,5.70044357339069,-1.40512881889492,8.29354951506035,10.0013399527036,8.02649693894541,-0.654126547439344,6.69579891705849,4.14313472639153,0
259,2.63905732961526,3.40119738166216,-3.27588607958498,3.85014760171006,6.48616078894409,4.24849524204936,-2.23207130866639,4.33073334028633,2.63905732961526,1
