"X","X2014_NT_nm","X2014_STA_nm","X2014_TATL_nm","X2014_LD.LDE_nm","X2014_F11100_nm","X2014_ARL_nm","X2014_WCEBITDA_nm","X2014_F10300_nm","X2014_F05200_nm","X2014_EBITDAIE_nm","X2014_ROS_nm","X2014_EBITIE_nm","X2014_ROL_nm","X2014_COGSSALES_nm","X2014_RETA_nm","X2014_EBITDA_nm","X2014_V16140_nm","X2014_DEB_nm","X2014_EBITDATA_nm","X2014_EBITTA_nm","X2014_ROI_nm","X2014_AL_nm","X2014_IOL_nm","X2014_F16200_nm","X2014_TOD_nm","X2014_WCTA_nm","X2014_CARCL_nm","X2014_CFD_nm","X2014_NET_nm","X2014_CFS_nm","X2014_APS_nm","X2014_ROE_nm","X2014_ER_nm","X2014_CAPAS_nm","X2014_F01000_nm","X2014_GL_nm","X2014_F12000_nm","not_survive"
32,-0.182809319366521,-0.0641442360376799,-0.107615789026634,-0.440569168546943,-0.0862486481724389,-0.0637869517656693,-0.194339414475731,-0.429516919584475,-0.0200943546900195,-0.231521115409095,0.026802888690982,-0.224671829378168,-0.182125483603489,-0.0458873508557792,-0.853322875214431,-0.312159879661418,-0.537573279936861,-0.174961514749125,-0.0580381448747896,-0.0592070568053202,-0.206046717042325,-0.166895900462487,-0.0167786612012679,-0.02084670383929,-0.0297258910131824,0.0338122924759664,-0.20568158548171,-0.163654057333447,-0.155529461002397,-0.0307374444432191,-0.0319999596903839,-0.210810039104554,-0.0218616717239871,-0.0400060277182946,-0.0425395019277903,-0.148896426692523,0.094203947918444,0
34,0.229413288813727,-0.0982063089930154,34.0485485382189,-1.07145420036324,-0.0862486481724389,0.100091781423237,-0.0193283603966041,-0.467061607182748,-0.0200943546900195,-0.182975053444405,0.181115255645588,-0.159945468826569,5.5982494694222,-0.491580376324339,0.691954810939312,-0.35958898700055,-0.603111559920811,-0.175545433480879,-0.0759647885904999,-0.0709418702509713,1.69987557023263,-0.0357850691842598,-0.0167786612012679,-0.02084670383929,-0.0341837079997333,0.0779040359936569,0.437449795718277,35.9111816043234,-0.115020886662411,-0.00583096985606804,-0.0365182719731324,-0.14423415628105,-0.251446908369545,0.109787670534976,-0.0425395019277903,-0.178128390105261,-0.0929432656554016,1
35,-0.190497050859147,-0.0749383645436684,-0.1093415044303,0.922320572564273,-0.0817526490234292,-0.105047458014429,0.115689839746381,-0.398798538822251,-0.0200943546900195,-0.484463858999504,0.0227615759928032,-0.466721448524252,-0.192054307235348,-0.263625537892878,-0.848039600904125,-0.277922974363633,-0.603111559920811,-0.142482657291828,-0.128996599960518,-0.126565940473115,-0.232009150932181,-0.163476389652292,-0.0167786612012679,-0.02084670383929,-0.00195343306430333,0.147621935561737,-0.190992884804428,-0.15737190961626,-0.157329842084174,-0.030143903130523,-0.0288525353757262,-0.206054618902875,-0.0171014585912159,-0.0406477819277979,-0.0425395019277903,-0.0851474071748071,-0.0929432656554016,0
36,-0.184781360451344,-0.0155130989606946,-0.13574475577393,-1.07145420036324,-0.0862486481724389,-0.0446059150725165,-0.474264968378385,0.403292514413581,-0.0200943546900195,1.40720448847213,0.0220282071575802,1.44982309081783,-0.193591726974781,1.52337490663243,-0.744560186152421,2.17174330469528,0.183347799886596,3.15333632832897,0.171337429529384,0.179299405935689,-0.237839973863859,-0.173329389144417,-0.0167786612012679,-0.02084670383929,-0.028460938157932,-0.207919818122926,-0.243304227111042,-0.167829640279483,-0.15372907992062,-0.0272765865377931,-0.0280332128327732,-0.158702775192541,-0.0160231767418682,-0.0405009596594135,-0.0425395019277903,-0.16494803116456,-0.0929432656554016,0
37,-0.189831981165229,-0.101319391167917,-0.0261764899419865,-1.07145420036324,-0.0862486481724389,-0.0404931518976812,0.569897814241531,-0.470474760600772,-0.0200943546900195,-0.396611556097376,0.0426196428413537,-0.385460328208728,-0.124819941439798,-0.119742281728982,1.18970630265568,-0.310903479467004,-0.603111559920811,-0.166773676532763,-0.127188721318649,-0.126483598796705,-0.0669056832423098,-0.00290302913822158,-0.0167786612012679,-0.02084670383929,-0.0132408907950601,0.103937945335506,-0.052452819495013,0.0442603602497333,-0.131224316398405,-0.0135864970736291,-0.0319003920184996,-0.167910078136217,-0.0462834925831845,-0.0378365229956893,-0.0425395019277903,-0.0895009318022459,-0.0929432656554016,0
41,-0.190246569260166,-0.0780372429040012,-0.056033291871994,-1.03590227746376,-0.0862486481724389,-0.0811140510257612,0.204603520748129,-0.335655200588792,-0.0200943546900195,-0.355550383477417,0.0328323194462227,-0.345434437259161,-0.151442033754804,0.103300401447831,0.821667901382873,-0.211019664011082,-0.47203499995291,-0.174432095099002,-0.0808979945943069,-0.082169561295763,-0.15377296532534,-0.1730922814261,-0.0167786612012679,-0.02084670383929,-0.00739185038204576,0.170915086187909,-0.235011889535924,-0.167552453564203,-0.133024697480183,-0.0346413052187052,-0.0325242740841333,-0.207918001641476,-0.0312476139845759,-0.03972163660404,-0.0425395019277903,-0.0463725753178262,0.000630341131521208,0
42,-0.183643225785763,-0.0558448555257904,-0.11313443358897,1.06829753254704,-0.0817526490234292,0.00919065666786934,0.102455080176346,-0.42610376616645,-0.0200943546900195,-0.450496416252869,0.0440235260193844,-0.434358268248453,-0.142246260729864,-0.500965272831072,0.193372384754246,-0.285775475578721,-0.504804139944886,-0.0712290008517508,-0.162656288180134,-0.159428908866331,-0.0533281253516813,-0.175222960647469,-0.0167786612012679,-0.02084670383929,-0.029266260152174,-0.0262084635218307,-0.105980524832672,-0.170399099423668,0.103725414773512,-0.0278136852840882,-0.0299415722700186,0.175390788763703,-0.0485727783216404,-0.0357751136795282,-0.0425395019277903,-0.158919169249916,-0.0929432656554016,0
44,-0.0588175082246865,-0.116343252753672,-0.00890663737214673,0.946611200889415,-0.0862486481724389,-0.169824538424849,-0.0802141977875888,0.341855752889134,-0.0200943546900195,-0.471150341134913,0.0984358876462366,-0.456522337809028,0.00341516089651666,-0.110820154731311,1.09272006147362,-0.0954308461249832,0.805961459734126,-0.157799494424306,-0.0945884601211223,-0.0974711652587026,0.493474802548351,-0.065817845807105,-0.0167786612012679,-0.02084670383929,-0.033884480858278,0.0322165912819927,-0.102378429018373,-0.0689466313835068,0.0101055985211004,-0.0247081485847652,-0.0305783474341078,0.0385965736005164,-0.129094488559,-0.0369922424980012,-0.0425395019277903,-0.176807412166785,0.094203947918444,0
45,-0.188057739116248,-0.10310307889576,-0.0226151324058304,1.05518466051946,-0.0862486481724389,-0.199576102760825,0.119474869757655,-0.453408993510648,-0.0200943546900195,-0.333092038268408,0.140477551999893,-0.333174472428434,0.194654279333991,0.946419536875839,0.630124039997101,-0.00151493159252827,-0.40649671996896,-0.157124743889836,-0.0614974316652506,-0.0693075547768606,1.03443969882706,0.72454472565077,-0.0167786612012679,-0.02084670383929,-0.0233565273742252,0.120944566015795,1.31315108594552,-0.0889792147837045,0.188343325617038,-0.0306184696740348,-0.0318459921090407,0.299031714007352,-0.191309518632439,-0.0330877380138793,-0.0425395019277903,0.440023236204816,-0.0929432656554016,0
49,-0.184035057166431,0.34797279751285,-0.137905390671291,-1.07145420036324,-0.0862486481724389,-0.230159491763972,-0.0433651080879347,-0.506312871490033,-0.0200943546900195,-0.38189550247045,0.00500755062201051,-0.448017727824735,-0.296455887724354,-0.461827558081397,0.0785880100756542,-0.355505686368705,-0.603111559920811,3.23653306922917,0.0347224000611631,0.0351280534459097,-0.368842684477693,-0.173134967606072,-0.0167786612012679,-0.02084670383929,-0.0290158939376608,-0.067843671745376,-0.261362524209614,-0.167587689068596,-0.186135939392608,-0.0390089293059833,-0.0340285292504806,-0.516472261003952,0.00913315059775789,-0.0506599977173083,-0.0425395019277903,-0.137565560874443,0.967557611263057,0
50,-0.184440376157494,-0.024370991394659,-0.0829489520012656,-1.07145420036324,-0.0862486481724389,-0.0688928222537417,-0.390466387954134,-0.354427544387929,-0.0200943546900195,0.687301911044539,0.0454036136161006,0.516085408045686,-0.0754533324659777,-0.535637485217918,0.620476003185654,-0.282634475092686,-0.47203499995291,-0.143224882879745,-0.146011429461441,-0.14728259887305,-0.0411865644278774,-0.0852336074512406,-0.0167786612012679,-0.02084670383929,-0.0287285926049347,0.0221662565872088,-0.153797341123277,-0.0581973370063963,0.0263090282570946,-0.0289700690203409,-0.0334605081641206,0.0622724954556833,-0.0506064120676238,-0.0315367786917253,-0.0425395019277903,-0.143264500547391,-0.0929432656554016,0
51,-0.190228198663216,-0.118611821898099,-0.0597479495560288,1.08476380088606,-0.0772566498744196,0.00551601119727754,1.2362622992974,-0.438049803129537,-0.0200943546900195,-0.438356005859421,0.150247840292219,-0.442129689827839,0.012205417385084,-0.487504235646593,0.600698944257846,-0.245884769406073,-0.570342419928836,-0.105168952735613,-0.162880044565177,-0.163149023942892,1.17895466489504,0.107931099174779,-0.0167786612012679,-0.02084670383929,-0.00771935486188484,0.140501861858806,0.469953831878363,-0.11112581684259,0.547519351431578,-0.0119474304127386,-0.026994220688168,0.823847981796885,-0.205700825253097,-0.0330629725980643,-0.0425395019277903,0.141854260246037,-0.0929432656554016,0
52,-0.186595805674143,0.0122427278177277,-0.122266493064813,1.03763432461329,-0.0862486481724389,-0.00373092075242466,-0.230376027321764,0.108054743754434,-0.0200943546900195,-0.462749222397702,0.0336350740999679,-0.445144805883732,-0.155081754411847,-0.219705398643453,-0.101790820488673,0.633595366683806,0.314424359854497,0.0604148284234294,-0.0947812225687713,-0.0926797015616436,-0.142935944933215,-0.175410342429324,-0.0167786612012679,-0.02084670383929,-0.0264388917037323,-0.0294295178200399,-0.205915191625727,-0.170452556238502,0.290064856737446,-0.0315579846028149,-0.0318403872882801,0.447663890098122,-0.0331610328287882,-0.0350943219031562,-0.0425395019277903,-0.144048750832253,-0.0929432656554016,0
54,-0.189654351453032,-0.047779141649262,0.0640696255652575,-1.07145420036324,-0.0862486481724389,0.0204865197242778,0.13048381451597,-0.322002586916693,-0.0200943546900195,0.230596798484741,0.0318262574302653,0.221220876643958,-0.0763300161071997,0.221110933452415,1.40101624279426,0.0773241806069573,-0.504804139944886,-0.163804774181093,-0.0421660160298352,-0.0435040280742461,-0.164065447666168,-0.0611575873656288,-0.0167786612012679,-0.02084670383929,-0.0150322490319845,0.221281091362178,-0.222710597826784,-0.0282355217536783,-0.0934163136810854,-0.0332337204110623,-0.0351979485494839,-0.112666260474161,-0.0294201504454346,-0.0391240723527988,-0.0425395019277903,0.105335255106437,-0.0929432656554016,1
55,-0.18917234293765,-0.0119305824894962,1.31068571404595,-1.07145420036324,-0.0862486481724389,0.890221387869749,0.504821423703622,-0.09332130790903,-0.0200943546900195,2.18275742961534,0.0151874442471387,2.02636715424966,-0.851079975800043,-0.461654597388129,0.432547237073596,-0.150398354630601,0.478270059814373,-0.173183806610232,-0.12495661791364,-0.124624575068813,-0.291400981893625,0.0843460373071205,-0.0167786612012679,-0.02084670383929,-0.0186400304667676,0.275176199901414,-0.0689062274975527,0.152838954241259,-0.236546609682368,-0.037151091665152,-0.0363679972809345,-0.321803570194802,-0.00595667664520492,-0.041949281229491,-0.0425395019277903,1.84323205135147,-0.0929432656554016,0
56,0.00885810783386981,-0.0722580982292906,-0.132067158003214,1.09721309650528,-0.0322966583843229,-0.145704683251886,-0.23427896164303,-0.361253851223978,-0.0200943546900195,0.0715957592972597,0.0100954616216464,0.09056951923425,-0.207952986817113,1.74749131706989,-0.469036713789356,0.0842343816762349,-0.47203499995291,0.112235669470758,0.0629893851566362,0.0667512730701156,-0.329902020376373,-0.12556449145246,-0.0167786612012679,-0.02084670383929,-0.0341837079997333,-0.229585770788238,-0.136873777742454,-0.109995185810695,-0.194237654260605,-0.015679719877185,-0.0235969269564472,-0.645374502215416,0.001464309613492,-0.0540304496799623,-0.0425395019277903,-0.178128390105261,-0.0929432656554016,1
