"","X2014_EBITDA_nm5_","X2014_EBITIE_nm5_","X2014_COGSSALES_nm5_","X2014_NET_nm5_","X2014_AL_nm5_","X2014_ROI_nm5_","X2014_F05200_nm5_","X2014_IOL_nm5_","X2014_WCTA_nm5_","X2014_V16140_nm5_","X2014_CNS_nm5_","X2014_F12000_nm5_","X2014_F16200_nm5_","X2014_EBITS_nm5_","X2014_DEB_nm5_","X2014_ROE_nm5_","X2014_TOD_nm5_","X2014_EBITTA_nm5_","X2014_F01000_nm5_","X2014_ROS_nm5_","X2014_LEV_nm5_","X2014_NITA_nm5_","X2014_CARCL_nm5_","X2014_APS_nm5_","X2014_ARL_nm5_","X2014_STA_nm5_","X2014_TC_nm5_","X2014_ROL_nm5_","X2014_ER_nm5_","X2014_EC_nm5_","X2014_TATL_nm5_","X2014_GL_nm5_","X2014_CFS_nm5_","not_survive"
"1",-0.00963439793709183,0.0583570336594766,-0.00347363463683651,-0.0046520219123368,-0.00608483615366241,-0.00561376305490025,-0.000308689020782189,-0.000220710442664151,-0.00348124360150321,0.023138210947424,-0.00756840342092194,-0.00265101199819477,-0.000278981358067109,-0.00232789298691817,0.0051564493791084,-0.00416909462520044,-0.000443050837040831,0.00187601169551577,-0.00116307978955972,0.000673329641125886,-0.00158022868207518,0.000751962659524718,-0.00546084332264439,-0.000453376698103689,0.000915772937846354,0.00088999774930418,-0.00349817958990896,-0.00392152404089569,-0.000532862835632246,-0.00561376305490032,-0.0036810789708309,-0.00460589877974066,-0.000596519025369416,0
"2",-0.00761825091724837,0.0478220891885749,0.708947254987534,-0.0247916189243395,0.00477953570848039,-0.114051802742853,-0.000308689020782189,-0.000220710442664151,0.00130107155579896,0.0281735809940867,-0.00409665687112735,-0.00265101199819477,-0.000278981358067109,0.123464285753494,0.0603838600612989,-0.11584589844794,-0.000438306053288592,-0.00207925975767641,-0.00116307978955972,-0.0799875413674264,-0.00158022868207518,-0.00417171905493107,-0.00601436660384292,0.00238362302950362,-0.00686989452455446,-0.00200489823858264,-0.00366216417128696,-0.0070133405859747,0.878222745859955,-0.114051802742853,-0.00430710132599712,-0.00466237221269247,0.0225875372105905,1
"3",-0.0114012364544815,0.0079868304079776,-0.0151808934757705,-0.00484728116314569,-0.0036734261453584,-0.00431124700268225,-0.000308689020782189,-0.000220710442664151,-0.00148050513309195,-0.062463079845843,-0.00214037045603918,-0.00265101199819477,-0.000278981358067109,0.00894870702740615,-0.00871634186711572,-0.00537846595372639,-0.000448546773893689,0.00389332285396405,-0.00116307978955972,0.000779866566613238,-0.00120138399133371,0.000792702198585877,-0.0021066798991146,-0.000406317572959143,-0.00207342149427227,-0.00012078080822971,-0.00403386255574374,-0.00400047928150764,-0.000710095094976069,-0.00431124700268225,-0.00388794057886663,-0.00466237221269247,-0.000463812636401229,0
"4",-0.00958020043655841,-0.0172476537699793,-0.00694381798376038,-0.00219733418788217,-0.00603229549379246,0.00156358832759888,-0.000308689020782189,-0.000220710442664151,0.00485286434998952,-0.0473569697058547,-0.0074653017141758,-0.00265101199819477,-0.000278981358067109,-0.00595176543125767,-0.00799358657009022,-0.00209588663344166,-9.66461272976896e-05,-0.00152153818287525,-0.00116307978955972,0.00132381189835739,-0.001499653505313,0.0014691858983267,-0.00575283033658527,-0.000434863849186018,-0.00619030780259198,-0.000601989034097331,-0.00326714353525642,-0.00216548541653924,-0.00145985358625795,0.0015635883275985,-0.00310645133674034,-0.000371067636893282,-0.000703965355688649,0
"5",-0.00991622493986565,-0.0203258328575709,-0.0229139400679442,-0.00401045580253616,-0.00439291453615496,-0.00668801887175089,-0.000308689020782189,-0.000220710442664151,-0.00594600948746157,-0.0473569697058547,0.00222157097825066,-0.00265101199819477,-0.000278981358067109,-0.0113531823745516,0.00547843515124299,-0.004341861957847,-0.000448546773893689,-0.00280465960503881,-0.00116307978955972,0.000543222682181767,-0.00157508844228173,0.000315124698179184,-0.0056031471140099,-0.000385565010153334,-0.00528143130176832,-0.000187628436097087,0.00492917025219646,-0.00451088126880081,-0.000383453838855681,-0.00668801887175103,-0.00401366412306904,-0.00466237221269247,-0.000464702829662802,1
"6",0.00715598772816363,0.07816492404487,0.0384742996662696,-0.0126855453741883,-0.00605465043613457,-0.0216091482894441,-0.000308689020782189,-0.000220710442664151,-0.00271575819049677,0.571993546033665,-0.00714083397151955,-0.00265101199819477,-0.000278981358067109,0.0121109026807287,-0.00670435896384389,-0.0115117062626794,-0.000445315264157032,-0.000332928471449143,-0.00116307978955972,-0.00122697532106314,-0.00154671691117739,-0.000916070734962304,-0.00512219670610586,-0.000307329028363946,0.00378463482389708,-0.00137312854533072,-0.00270668067712452,-0.00628555356536748,0.00205087914313899,-0.0216091482894441,-0.00353488808402848,-0.00465358485279333,2.74409836156349e-06,0
"7",-0.0111844464523478,-0.00707484801526476,-0.000882607099559811,-0.00509832877132855,-0.00605646662415296,-0.00803749255866126,-0.000308689020782189,-0.000220710442664151,0.000297373174027756,-0.0725338199391685,-0.00750273419747325,-0.00265101199819477,-0.000278981358067109,0.000436355165688071,-0.0088611593450084,-0.00558962602696108,-0.000335210395432233,0.00274269502123035,-0.00116307978955972,0.000389740139585447,-0.000113456407732738,-9.11182287792626e-05,-0.00623455293687519,-0.000452746093730543,-0.00695532825849852,0.000643717971620816,-0.0038822679205143,-0.00504966886699787,-0.000191476210349763,-0.00803749255866121,-0.0035936531625279,-0.00344254606093338,-0.000723034975562746,0
"8",-0.00872387992813027,-0.0215355139814099,-0.009176828251377,-0.00487517534183267,-0.00226561490654315,-0.00659922902001748,-0.000308689020782189,-0.000220710442664151,0.00492260572509251,-0.0322508595658664,-0.00191034295654857,-0.00265101199819477,-0.000278981358067109,-0.00333642817354971,-0.00631172471777021,-0.0054130194202557,7.48519589355936e-05,-0.00191215322042395,-0.00116307978955972,0.000552654487823508,-0.00155177789502345,0.000286335246965318,0.00376550806345732,-0.000260093015127214,-0.00630285930997361,-0.00128812220002488,-0.00337646658950841,-0.00453056274332356,-0.000395916110174119,-0.00659922902001703,-0.00384144249677144,0.00441498906282472,-0.000546653363562958,0
"9",-0.01049071844552,0.00485926876817864,0.0303705536655541,-0.00300626536980472,-0.000431194201420247,0.0219153515452563,-0.000308689020782189,-0.000220710442664151,0.00134255591531405,-0.0977106701724823,-0.00413191991561852,-0.00265101199819477,-0.000278981358067109,0.00590097351119748,-0.00889103627540151,-0.00432458522458234,-0.000418261529050321,0.0036259677130736,-0.00116307978955972,0.0028424133816676,0.00201879587996877,0.00552291777047795,-0.00570676381980285,-0.000493063119253732,-0.0035567326472114,0.000115432656888216,-0.0039879468729579,0.0334750617089466,-0.00355618954200906,0.0219153515452561,0.00131664460733574,-0.00339171997127675,-0.000647006099531975,0
"10",-0.011693902957362,0.0022255326504532,-0.0197114640802029,-0.00398256162384917,-0.00151193818273296,-0.00311806435137859,-0.000308689020782189,-0.000220710442664151,0.00680032287862426,-0.0926753001258196,-0.00624874951718161,-0.00265101199819477,-0.000278981358067109,-0.00855767067324945,-0.00879170023931743,-0.00537846595372639,-4.88584941337431e-05,-0.00224944116942273,-0.00116307978955972,0.000894877502081928,-0.00158022868207518,0.000766645548804425,-0.00231527215182169,-0.000499686275216872,-0.00110604465539892,-0.000751466616854415,-0.00345372154784649,0.00829397961378059,-0.000868797909572251,-0.00311806435137892,0.0164479433804282,0.0298805442761644,-0.000691223184449507,0
