"","vif_value"
"X2014_F10200_nm99_",136.753135364246
"X2014_F10300_nm99_",9.66705190916175
"X2014_F10400_nm99_",7.89345082709463
"X2014_F10500_nm99_",21652.3593473307
"X2014_F11200_nm99_",13.8533017975401
"X2014_F15100_nm99_",5606.00005459796
"X2014_F15400_nm99_",3.90386220955114
"X2014_F02200_nm99_",5.8652191926021
"X2014_F03100_nm99_",3.99959463424307
"X2014_F03200_nm99_",8.52797294666226
"X2014_F03400_nm99_",1.92997369166127
"X2014_F05100_nm99_",3.68190177465393
"X2014_F05510_nm99_",3.68806745557471
"X2014_F05600_nm99_",57.8781796098731
"X2014_F07001_nm99_",109.749546447815
"X2014_F07002_nm99_",211.113293246906
"X2014_V16140_nm99_",1.821020420742
"X2014_TA_nm99_",52.6304103854983
"X2014_TL_nm99_",461.186767775213
"X2014_TR_nm99_",50112.2921789981
"X2014_TC_nm99_",64947.3893381566
"X2014_WCTA_nm99_",12.4185366720239
"X2014_RETA_nm99_",1.24647369243687
"X2014_EBIT_nm99_",457.500675415335
"X2014_LEV_nm99_",1.45458263985568
"X2014_STA_nm99_",7.79280274038383
"X2014_EBITTA_nm99_",463.102076016546
"X2014_COGSSALES_nm99_",3.82076649937945
"X2014_ROI_nm99_",1.68093768687956
"X2014_EBITDA_nm99_",0.0111361333346849
"X2014_NET_nm99_",1.72225917953919
"X2014_ROS_nm99_",14.3908417740587
"X2014_ROE_nm99_",0.00294740122987042
"X2014_ROL_nm99_",828.90874404941
"X2014_CAPAS_nm99_",386.567466044699
"X2014_EC_nm99_",6.44036839823898e-05
"X2014_ER_nm99_",0.00153626851683089
"X2014_GL_nm99_",0.598819383812283
"X2014_AL_nm99_",0.0568039948560246
"X2014_DEB_nm99_",0.411047533901835
"X2014_TOD_nm99_",3549.17142081933
"X2014_NT_nm99_",407.166592760735
"X2014_STDE_nm99_",1236.33092744404
"X2014_CTA_nm99_",17.9773329297868
"X2014_CNS_nm99_",1.69247816262883
"X2014_EBITS_nm99_",3.58536691782524
"X2014_EBITDATA_nm99_",43.4045268070587
"X2014_NITA_nm99_",1.29843122038605
"X2014_EBITDAIE_nm99_",0.230245642146252
"X2014_EBITIE_nm99_",0.110470360658825
"X2014_APS_nm99_",3.85981315282194
"X2014_ARL_nm99_",0.870695479896637
"X2014_TATL_nm99_",0.297354380900106
"X2014_CFS_nm99_",34.9772596743932
"X2014_CARCL_nm99_",1.61624628324113
"X2014_CFD_nm99_",0.19951520779426
"X2014_WCEBITDA_nm99_",1492.18440955136
"X2014_DTA_nm99_",4.67636156350386
"X2014_lg_nm99_",18841.4361495891
"X2014_LD.LDE_nm99_",0.554907774041456
"X2014_DTA.TAY_nm99_",3.14614338650839
