"","vif_value"
"X2014_F10100_nm4_",35.4086263737232
"X2014_F10200_nm4_",4089.15201406705
"X2014_F10300_nm4_",238.632930871222
"X2014_F10400_nm4_",95.6579571099874
"X2014_F10500_nm4_",464426.56074107
"X2014_F11100_nm4_",35.2847640282075
"X2014_F11200_nm4_",145.883257768599
"X2014_F12000_nm4_",1.75056266864682
"X2014_F15100_nm4_",531114.015724724
"X2014_F15200_nm4_",61.7655633687611
"X2014_F15300_nm4_",5.58112848828424
"X2014_F15400_nm4_",152.007160037939
"X2014_F16100_nm4_",43.6893161687519
"X2014_F16200_nm4_",1.38775084503151
"X2014_F16300_nm4_",166.978308550363
"X2014_F17000_nm4_",8.32045990700875
"X2014_F01000_nm4_",1.0564275584116
"X2014_F02100_nm4_",16.910325748086
"X2014_F02200_nm4_",654.771586374709
"X2014_F02300_nm4_",4891.32036480437
"X2014_F02400_nm4_",13.4108004428646
"X2014_F03100_nm4_",494.524701805705
"X2014_F03200_nm4_",1260.84634589781
"X2014_F03300_nm4_",17.3154652857304
"X2014_F03400_nm4_",93.8185324622826
"X2014_F04000_nm4_",5.74649603146021
"X2014_F05100_nm4_",4983.29276678377
"X2014_F05200_nm4_",2.21077691259414
"X2014_F05300_nm4_",51.730416795102
"X2014_F05400_nm4_",2882.31383938598
"X2014_F05510_nm4_",5642.18914748379
"X2014_F05520_nm4_",1729.08359436227
"X2014_F05600_nm4_",1059.27835457959
"X2014_F06000_nm4_",26.7459611974856
"X2014_F07001_nm4_",49435.8594061186
"X2014_F07002_nm4_",96653.7392383834
"X2014_F08000_nm4_",822.344286723553
"X2014_V16140_nm4_",1.8442135691437
"X2014_TA_nm4_",66010.1959015578
"X2014_TL_nm4_",129275.895754094
"X2014_TR_nm4_",12.6245925292022
"X2014_TC_nm4_",0.368705148491066
"X2014_WCTA_nm4_",2.01099103166995
"X2014_RETA_nm4_",60.9083998166149
"X2014_EBIT_nm4_",1718.17663575365
"X2014_LEV_nm4_",0.900275223036438
"X2014_STA_nm4_",0.454703789500172
"X2014_EBITTA_nm4_",1.52188392194642
"X2014_COGSSALES_nm4_",8.66442069116618
"X2014_ROI_nm4_",3.72593600041948
"X2014_EBITDA_nm4_",7.11118539334712
"X2014_NET_nm4_",1.23194245945646
"X2014_ROS_nm4_",0.634457795039439
"X2014_ROE_nm4_",0.557306927658261
"X2014_ROL_nm4_",0.14704604933117
"X2014_CAPAS_nm4_",22.6591948143103
"X2014_EC_nm4_",0.120288058082082
"X2014_ER_nm4_",0.220152222227747
"X2014_GL_nm4_",0.0190305623639626
"X2014_AL_nm4_",3.23915592575919
"X2014_DEB_nm4_",4.6653629747288
"X2014_TOD_nm4_",1.20122403370812
"X2014_NT_nm4_",10056.1808632514
"X2014_STDE_nm4_",129.435769030165
"X2014_CTA_nm4_",146.601722147022
"X2014_CNS_nm4_",1.83207803703105
"X2014_ITA_nm4_",79.3711248433032
"X2014_EBITS_nm4_",1.32027046542455
"X2014_EBITDATA_nm4_",11.490952811985
"X2014_NITA_nm4_",0.82833675962573
"X2014_EBITDAIE_nm4_",12.3942367334884
"X2014_EBITIE_nm4_",4.1092586026581
"X2014_APS_nm4_",0.668496367295788
"X2014_ARL_nm4_",1.31971498977992
"X2014_IOL_nm4_",2.20700670216846
"X2014_TATL_nm4_",0.142934809569619
"X2014_CFS_nm4_",0.00196125593306368
"X2014_CARCL_nm4_",0.705372698501275
"X2014_CFD_nm4_",89.1698241505117
"X2014_WCEBITDA_nm4_",4931.69663268456
"X2014_DTA_nm4_",15.4552349400864
"X2014_lg_nm4_",1455.93881486538
"X2014_LD.LDE_nm4_",242041500.978591
"X2014_DTA.TAY_nm4_",41.2707981118982
