"","vif_value"
"X2014_F10100_nm8_",35.1175780209924
"X2014_F10200_nm8_",4055.57232587175
"X2014_F10300_nm8_",236.689798914667
"X2014_F10400_nm8_",94.9962403295794
"X2014_F10500_nm8_",460606.559777055
"X2014_F11100_nm8_",35.019327340873
"X2014_F11200_nm8_",144.695222181726
"X2014_F12000_nm8_",1.74395365589179
"X2014_F15100_nm8_",526747.697414224
"X2014_F15200_nm8_",61.2692227149229
"X2014_F15300_nm8_",5.54660797391961
"X2014_F15400_nm8_",150.643154671238
"X2014_F16100_nm8_",43.3645220711009
"X2014_F16200_nm8_",1.38518366603186
"X2014_F16300_nm8_",165.716418713495
"X2014_F17000_nm8_",8.26043515259776
"X2014_F01000_nm8_",1.05638942007907
"X2014_F02100_nm8_",13.642538969095
"X2014_F02200_nm8_",494.832534605434
"X2014_F02300_nm8_",3697.93814184996
"X2014_F02400_nm8_",11.7185082344944
"X2014_F03100_nm8_",375.772733235588
"X2014_F03200_nm8_",955.491837329782
"X2014_F03300_nm8_",14.5957813965849
"X2014_F03400_nm8_",71.3742533772755
"X2014_F04000_nm8_",4.76538874480983
"X2014_F05100_nm8_",13.8128654793866
"X2014_F05200_nm8_",1.18560394105415
"X2014_F05300_nm8_",2.12327053288831
"X2014_F05400_nm8_",8.69828525086597
"X2014_F05510_nm8_",16.2779113577841
"X2014_F05600_nm8_",787.158703588583
"X2014_F06000_nm8_",18.5332100660535
"X2014_F07001_nm8_",31864.3880474609
"X2014_F07002_nm8_",62276.2076279563
"X2014_F08000_nm8_",530.884179961129
"X2014_V16140_nm8_",1.84406929707624
"X2014_TA_nm8_",10051.3247176129
"X2014_TL_nm8_",126686.780998923
"X2014_TR_nm8_",0.000880561370808534
"X2014_TC_nm8_",0.368546536497388
"X2014_WCTA_nm8_",28775.6493064109
"X2014_RETA_nm8_",60.8978722220401
"X2014_EBIT_nm8_",1715.16659336435
"X2014_LEV_nm8_",0.898982924441087
"X2014_STA_nm8_",0.371269291138632
"X2014_EBITTA_nm8_",0.0422324673027272
"X2014_COGSSALES_nm8_",0.890191688004359
"X2014_ROI_nm8_",2.91937748736027
"X2014_EBITDA_nm8_",4.25985568953496
"X2014_NET_nm8_",5.72706141155381
"X2014_ROS_nm8_",22.5452815134062
"X2014_ROE_nm8_",5.42420213423067
"X2014_ROL_nm8_",0.229594746847173
"X2014_CAPAS_nm8_",36.6652393848311
"X2014_EC_nm8_",0.120272135911201
"X2014_ER_nm8_",0.219521850978569
"X2014_GL_nm8_",0.0190297745322531
"X2014_AL_nm8_",3.23898001404454
"X2014_DEB_nm8_",1.15101505226947
"X2014_TOD_nm8_",1.19935132409993
"X2014_NT_nm8_",10043.9206985413
"X2014_STDE_nm8_",0.0695659612675087
"X2014_CTA_nm8_",146.601498546845
"X2014_CNS_nm8_",1.83168462096567
"X2014_ITA_nm8_",312.28330605501
"X2014_EBITS_nm8_",1.31993044656163
"X2014_EBITDATA_nm8_",11.4891968853356
"X2014_NITA_nm8_",1539.13429260357
"X2014_EBITDAIE_nm8_",12.3910161028026
"X2014_EBITIE_nm8_",4.10917116575207
"X2014_APS_nm8_",0.668490669058576
"X2014_ARL_nm8_",0.215727407845107
"X2014_IOL_nm8_",2.20520423874011
"X2014_TATL_nm8_",0.142834783964418
"X2014_CFS_nm8_",0.0019610361924256
"X2014_CARCL_nm8_",0.704735309769935
"X2014_CFD_nm8_",88.436874779407
"X2014_WCEBITDA_nm8_",29918.5862664642
"X2014_DTA_nm8_",15.3355796547451
"X2014_lg_nm8_",1445.86731455166
"X2014_LD.LDE_nm8_",240050661.424552
"X2014_DTA.TAY_nm8_",40.9603302871533
