"","vif_value"
"X2014_F10100_nm33_",35.4086263737288
"X2014_F10200_nm33_",4089.1520140676
"X2014_F10300_nm33_",238.632930871258
"X2014_F10400_nm33_",95.6579571100107
"X2014_F10500_nm33_",464426.560741126
"X2014_F11100_nm33_",35.2847640282112
"X2014_F11200_nm33_",145.883257768619
"X2014_F12000_nm33_",1.75056266864695
"X2014_F15100_nm33_",531114.015724802
"X2014_F15200_nm33_",61.76556336877
"X2014_F15300_nm33_",5.58112848828465
"X2014_F15400_nm33_",152.007160037954
"X2014_F16100_nm33_",43.6893161687582
"X2014_F16200_nm33_",1.38775084503159
"X2014_F16300_nm33_",166.978308550377
"X2014_F17000_nm33_",8.32045990700963
"X2014_F01000_nm33_",1.0564275584116
"X2014_F02100_nm33_",16.9103257480819
"X2014_F02200_nm33_",654.771586374714
"X2014_F02300_nm33_",4891.32036480423
"X2014_F02400_nm33_",13.4108004428627
"X2014_F03100_nm33_",494.52470180569
"X2014_F03200_nm33_",1260.84634589781
"X2014_F03300_nm33_",17.3154652857301
"X2014_F03400_nm33_",93.8185324622779
"X2014_F04000_nm33_",5.74649603146016
"X2014_F05100_nm33_",4983.29276678393
"X2014_F05200_nm33_",2.21077691259425
"X2014_F05300_nm33_",51.7304167951444
"X2014_F05400_nm33_",2882.31383938627
"X2014_F05510_nm33_",5642.18914748423
"X2014_F05520_nm33_",1729.0835943629
"X2014_F05600_nm33_",1059.27835457424
"X2014_F06000_nm33_",26.7459611974853
"X2014_F07001_nm33_",49435.8594061237
"X2014_F07002_nm33_",96653.7392383856
"X2014_F08000_nm33_",822.344286723626
"X2014_V16140_nm33_",1.84421356914365
"X2014_TA_nm33_",66010.1959015655
"X2014_TL_nm33_",129275.895754096
"X2014_TR_nm33_",12.6245925292033
"X2014_TC_nm33_",0.368705148491063
"X2014_WCTA_nm33_",2.01099103164338
"X2014_RETA_nm33_",60.9083998166155
"X2014_EBIT_nm33_",1718.17663575368
"X2014_LEV_nm33_",0.90027522303645
"X2014_STA_nm33_",0.454703789500172
"X2014_EBITTA_nm33_",1.52188392194641
"X2014_COGSSALES_nm33_",8.66442069116655
"X2014_ROI_nm33_",3.72593600041991
"X2014_EBITDA_nm33_",7.11118539334713
"X2014_NET_nm33_",1.2319424594612
"X2014_ROS_nm33_",0.63445779504319
"X2014_ROE_nm33_",0.557306927664047
"X2014_ROL_nm33_",0.147046049331151
"X2014_CAPAS_nm33_",22.6591948143165
"X2014_EC_nm33_",0.1202880580821
"X2014_ER_nm33_",0.220152222227745
"X2014_GL_nm33_",0.0190305623639618
"X2014_AL_nm33_",3.2391559257592
"X2014_DEB_nm33_",4.66536297472882
"X2014_TOD_nm33_",1.20122403370807
"X2014_NT_nm33_",10056.1808632516
"X2014_STDE_nm33_",129.435769030171
"X2014_CTA_nm33_",146.601722147022
"X2014_CNS_nm33_",1.83207803703111
"X2014_ITA_nm33_",79.371124851178
"X2014_EBITS_nm33_",1.32027046542455
"X2014_EBITDATA_nm33_",11.4909528119851
"X2014_NITA_nm33_",0.828336759607869
"X2014_EBITDAIE_nm33_",12.3942367334883
"X2014_EBITIE_nm33_",4.10925860265808
"X2014_APS_nm33_",0.668496367295786
"X2014_ARL_nm33_",1.31971498977994
"X2014_IOL_nm33_",2.20700670216849
"X2014_TATL_nm33_",0.142934809569621
"X2014_CFS_nm33_",0.00196125593306375
"X2014_CARCL_nm33_",0.705372698501269
"X2014_CFD_nm33_",89.1698241505253
"X2014_WCEBITDA_nm33_",4931.69663268849
"X2014_DTA_nm33_",15.4552349400887
"X2014_lg_nm33_",1455.93881486572
"X2014_LD.LDE_nm33_",242041500.978624
"X2014_DTA.TAY_nm33_",41.2707981119023
