"","predictors","vif_value"
"112","X2014_F07002_nm11_",0.000350360668647276
"113","X2014_CAPAS_nm7_",0.000344034237166557
"114","X2014_F05400_nm11_",0.000343396362501913
"115","X2014_TOD_nm3_",0.000331205415005598
"116","X2014_F05520_nm11_",0.000328516701664246
"117","X2014_EBITDATA_nm3_",0.000327625771392694
"118","X2014_ROS_nm10_",0.000323227359963457
"119","X2014_F02300_nm11_",0.000315282973319661
"120","X2014_F16200_nm4_",0.000313336473558069
"121","X2014_STA_nm5_",0.000309441781720747
"122","X2014_F03400_nm11_",0.000306651521647223
"123","X2014_TC_nm11_",0.000299922727770477
"124","X2014_F15200_nm3_",0.000294743094981675
"125","X2014_F05300_nm11_",0.000294360851428544
"126","X2014_STA_nm7_",0.000291102755370727
"127","X2014_ROI_nm11_",0.000288867859667335
"128","X2014_F02300_nm4_",0.000280564293583306
"129","X2014_F03300_nm8_",0.000274479702349788
"130","X2014_F03400_nm10_",0.000274265910742183
"131","X2014_TR_nm11_",0.000267771463381949
"132","X2014_F05510_nm11_",0.000267436608964644
"133","X2014_TOD_nm7_",0.000249895156314198
"134","X2014_EBITS_nm11_",0.000249001173248165
"135","X2014_F16200_nm5_",0.00024853472439022
"136","X2014_CAPAS_nm11_",0.000248418566153701
"137","X2014_APS_nm3_",0.000243946190687209
"138","X2014_IOL_nm8_",0.000240021955133235
"139","X2014_F07002_nm8_",0.000234974832765121
"140","X2014_ARL_nm11_",0.000225109268786916
"141","X2014_EBITDATA_nm10_",0.000220162346070239
"142","X2014_WCTA_nm11_",0.000216606572287782
"143","X2014_F03300_nm11_",0.00021465352438904
"144","X2014_GL_nm11_",0.000200918678718618
"145","X2014_AL_nm11_",0.000198881660934227
"146","X2014_F05600_nm11_",0.000197076054599713
"147","X2014_ROE_nm11_",0.000190729715415396
"148","X2014_F07001_nm11_",0.000181805618154797
"149","X2014_F08000_nm11_",0.000181216888112229
"150","X2014_CFS_nm11_",0.000180678137210829
"151","X2014_TA_nm11_",0.000180543109102173
"152","X2014_TL_nm11_",0.000175588891007551
"153","X2014_ER_nm11_",0.000134804193225201
"154","X2014_CFS_nm10_",0.000106041652342573
"155","X2014_EBITDA_nm10_",9.23949136926674e-05
"156","X2014_F05300_nm10_",7.21412840226772e-05
"157","X2014_TATL_nm10_",6.85788175765561e-05
"158","X2014_F11100_nm10_",6.66761368719785e-05
"159","X2014_CARCL_nm10_",6.36203072183825e-05
"160","X2014_F05520_nm10_",5.89647611188386e-05
"161","X2014_CFD_nm10_",4.37844704721494e-05
"162","X2014_TOD_nm10_",3.6463212498067e-05
"163","X2014_ITA_nm10_",3.52083002861172e-05
"164","X2014_F06000_nm10_",3.2764632528495e-05
"165","X2014_CAPAS_nm10_",3.14563509564342e-05
"166","X2014_EC_nm11_",3.01078163418034e-05
"167","X2014_NET_nm10_",2.15507744571993e-05
"168","X2014_F17000_nm10_",2.14769503898913e-05
"169","X2014_ROL_nm10_",1.71284842800617e-05
"170","X2014_F15400_nm10_",1.30789163085377e-05
"171","X2014_F10300_nm10_",1.26444411737429e-05
"172","X2014_F08000_nm10_",1.03367588328614e-05
"173","X2014_F07002_nm10_",9.83020729292149e-06
"174","X2014_F03100_nm10_",9.82498635917053e-06
"175","X2014_F15100_nm10_",9.35543313111945e-06
"176","X2014_F04000_nm10_",7.95973275515673e-06
"177","X2014_DTA.TAY_nm10_",6.26887789867516e-06
"178","X2014_WCTA_nm10_",5.13684364039185e-06
"179","X2014_LEV_nm10_",4.83126412340814e-06
"180","X2014_F10400_nm10_",4.15904103654357e-06
"181","X2014_F05400_nm10_",4.11060454871536e-06
