"","X2014_DEB_nm4_","X2014_EBITIE_nm4_","X2014_ROI_nm4_","X2014_AL_nm4_","X2014_F05200_nm4_","X2014_IOL_nm4_","X2014_WCTA_nm4_","X2014_V16140_nm4_","X2014_CNS_nm4_","X2014_F12000_nm4_","X2014_EBITTA_nm4_","X2014_F16200_nm4_","X2014_EBITS_nm4_","X2014_ARL_nm4_","X2014_NET_nm4_","X2014_TOD_nm4_","X2014_F01000_nm4_","X2014_LEV_nm4_","X2014_NITA_nm4_","X2014_CARCL_nm4_","X2014_APS_nm4_","X2014_ROS_nm4_","X2014_ROE_nm4_","X2014_STA_nm4_","X2014_TC_nm4_","X2014_ER_nm4_","X2014_ROL_nm4_","X2014_TATL_nm4_","X2014_EC_nm4_","X2014_GL_nm4_","X2014_CFS_nm4_","not_survive"
"1",0.0139437767366062,0.0796305574025472,0.0973366224272273,2.01409869083585e-05,0,0,0.986632022895014,0.110091743119266,5.04699311365828e-05,0,0.00484684901303149,0,0.00939486192381338,0.00809002433090022,0.536102764423077,5.49347277336795e-06,0,0,0.977285839951353,0.000875340228633642,5.25319657011289e-05,0.832381726343517,0.680407016549803,0.00288910362910973,0.000646696729717783,0.0132925927211337,0.200256081946223,0.00108605380509836,0.0973366224272273,5.62113546936481e-05,0.000133259647472826,0
"2",0.0686833706797039,0.0693336175675263,0,0.0108185872536326,0,0,0.991366891403484,0.114678899082569,0.00349596437022233,0,0.000903350113321373,0,0.133715834593459,0.000360264402744275,0.525255408653846,1.02361292223576e-05,0,0,0.972477611139913,0.000325305124158123,0.00288809708098682,0.7652862686455,0.604103217886064,0,0.000483389474738545,0.879905475210959,0.197793079193067,0.000463004836349706,0,0,0.0233004067402673,1
"3",0.000193522102261153,0.0303983138163536,0.0985057925223801,0.00241691842900302,0,0,0.988612911493144,0.0321100917431193,0.00543745804430523,0,0.00685815580394549,0,0.0205395761359773,0.00512229478806505,0.535997596153846,0,0,0.000378246974024207,0.977325624209727,0.00420836648381559,9.95672940154816e-05,0.83247034606319,0.679580706848927,0.00188034752491231,0.000113226363452272,0.0131178094735273,0.200193184626098,0.000880174717080604,0.0985057925223801,0,0.00026586924788481,0
"4",0.000909893393087526,0.00573392511778011,0.103779187633646,7.23628272156592e-05,0,0,0.994883445895746,0.0458715596330275,0.000152792019503053,0,0.00145941167384914,0,0.00581337258463336,0.00103497112975269,0.537424879807692,0.000351742873464867,0,8.04480504454468e-05,0.977986245387984,0.000585193249863908,7.10354530524571e-05,0.832922811559033,0.68182354746559,0.00140010214216664,0.000876778506732977,0.0123784112143623,0.201654977353947,0.00165795215965399,0.103779187633646,0.00427138976684069,2.58916824475468e-05,0
"5",0.0142629184491071,0.00272528800973494,0.0963723442722926,0.00170179593263293,0,0,0.984191710621501,0.0458715596330275,0.00976641603127366,0,0.000180109361383909,0,0.000475128069683471,0.00193732114529561,0.536448317307692,0,0,5.13212985464885e-06,0.976859245180715,0.000733933203112491,0.000120309362677772,0.83227350056005,0.680288972306821,0.00181363365157208,0.00903923801560637,0.0134399371705861,0.199786588218585,0.000755048315577033,0.0963723442722924,0,0.00026497970388,1
"6",0.00218773341481632,0.0989909494881853,0.0829787755163724,5.0143535871432e-05,0,0,0.987389913717147,0.610091743119266,0.000474806252670788,0,0.00264448358222869,0,0.0236647882384249,0.0109382854149115,0.531775841346154,3.23006090325976e-06,0,3.34588981872044e-05,0.975656919421768,0.00121185277189059,0.000198505782142787,0.830801011560629,0.675390136223056,0.000630505593697702,0.00143492641375091,0.0158406323144816,0.198372848855766,0.00123155033650979,0.0829787755163724,8.7465800871859e-06,0.000732085702476498,0
"7",4.99837788491281e-05,0.0156769076459721,0.095161023861888,4.83383685800604e-05,0,0,0.990373150986231,0.0229357798165138,0.000115642587310153,0,0.0057109527241925,0,0.0121267807320682,0.000275444153697838,0.535862379807692,0.000113285564586932,0,0.00146445809565599,0.976462528037097,0.000106506354879174,5.31622511906337e-05,0.832145830460343,0.679436430551949,0.00264331662934926,0.000264194848055301,0.0136292620344809,0.199357379267026,0.00117306437150335,0.0951610238618881,0.0012141652613828,6.83597087876408e-06,0
"8",0.0025768995722143,0.00154293590658574,0.0964520442032247,0.00381618699316266,0,0,0.994952495347706,0.0596330275229358,0.00566574615778476,0,0.00106995927114735,0,0.00839812208967522,0.000923227835319234,0.535982572115385,0.000523164069273793,0,2.84058992350195e-05,0.976831130798669,0.0100435492651062,0.000245717909100661,0.832281346140051,0.679557098000331,0.000715341850940825,0.000767907003413485,0.0134276471040843,0.199770909563261,0.000926451949609314,0.0964520442032251,0.00903523564391587,0.000183088940077712,0
"9",2.03707476064372e-05,0.0273414098028317,0.122047425401001,0.00563947633434037,0,0,0.99140796418539,0,0.00346096797231226,0,0.00659159642454249,0,0.017527487475403,0.00364963503649635,0.536989182692308,3.02716665849812e-05,0,0.00359334625322997,0.981944923367575,0.000630969466026624,1.28656131567436e-05,0.834186017129586,0.680300776731119,0.00211608835365792,0.000158952394846459,0.0103110426225678,0.230046948356808,0.00606003995075412,0.122047425401001,0.00126475548060708,8.28093957349687e-05,0
"10",0.00011882936103755,0.0247671748440765,0.0995768222970872,0.0045652903658946,0,0,0.996811583158867,0.00458715596330275,0.0013601450821421,0,0.000733675233122927,0,0.00323794478289462,0.00608272506082725,0.536463341346154,0.00039950908125041,0,0,0.977300178549046,0.00400108873162766,6.24580638714007e-06,0.83256601464771,0.679580706848927,0.00125092364711153,0.00069097114106771,0.0129612996290888,0.209987195902689,0.0211194703666215,0.0995768222970869,0.0343826119542815,3.8624560265575e-05,0
