"","vif_value"
"X2014_F10100_nm10_",35.4086263737214
"X2014_F10200_nm10_",4089.15201406847
"X2014_F10300_nm10_",238.632930871289
"X2014_F10400_nm10_",95.6579571099962
"X2014_F10500_nm10_",464426.560741162
"X2014_F11100_nm10_",35.2847640282123
"X2014_F11200_nm10_",145.883257768632
"X2014_F12000_nm10_",1.750562668647
"X2014_F15100_nm10_",531114.01572484
"X2014_F15200_nm10_",61.7655633687747
"X2014_F15300_nm10_",5.58112848828452
"X2014_F15400_nm10_",152.007160037976
"X2014_F16100_nm10_",43.6893161687602
"X2014_F16200_nm10_",1.38775084503159
"X2014_F16300_nm10_",166.978308550383
"X2014_F17000_nm10_",8.32045990701026
"X2014_F01000_nm10_",1.05642755841158
"X2014_F02100_nm10_",16.9103257480814
"X2014_F02200_nm10_",654.77158637469
"X2014_F02300_nm10_",4891.32036480412
"X2014_F02400_nm10_",13.4108004428634
"X2014_F03100_nm10_",494.524701805684
"X2014_F03200_nm10_",1260.84634589776
"X2014_F03300_nm10_",17.3154652857295
"X2014_F03400_nm10_",93.8185324622781
"X2014_F04000_nm10_",5.74649603146017
"X2014_F05100_nm10_",4983.29276678363
"X2014_F05200_nm10_",2.21077691259429
"X2014_F05300_nm10_",51.7304167951436
"X2014_F05400_nm10_",2882.31383938617
"X2014_F05510_nm10_",5642.18914748417
"X2014_F05520_nm10_",1729.08359436284
"X2014_F05600_nm10_",1059.27835457417
"X2014_F06000_nm10_",26.7459611974808
"X2014_F07001_nm10_",49435.8594061225
"X2014_F07002_nm10_",96653.7392383906
"X2014_F08000_nm10_",822.344286723629
"X2014_V16140_nm10_",1.84421356914367
"X2014_TA_nm10_",66010.1959015637
"X2014_TL_nm10_",129275.895754099
"X2014_TR_nm10_",1.74697744684328
"X2014_TC_nm10_",21.5125717551402
"X2014_WCTA_nm10_",2.05281838663478
"X2014_RETA_nm10_",0.241228789768956
"X2014_EBIT_nm10_",93.5565123806222
"X2014_LEV_nm10_",206.924098126819
"X2014_STA_nm10_",4.46847635056278
"X2014_EBITTA_nm10_",0.0311134707346935
"X2014_COGSSALES_nm10_",0.217861598874576
"X2014_ROI_nm10_",1.25209676415258
"X2014_EBITDA_nm10_",0.0129424971217689
"X2014_NET_nm10_",39.7220797629338
"X2014_ROS_nm10_",75.1716124213893
"X2014_ROE_nm10_",1.42642189255154
"X2014_ROL_nm10_",0.867718831001654
"X2014_CAPAS_nm10_",14.1988790747838
"X2014_EC_nm10_",0.00262798597906224
"X2014_ER_nm10_",0.0370339353359084
"X2014_GL_nm10_",34.9787033379087
"X2014_AL_nm10_",5.02997012773338
"X2014_DEB_nm10_",1.21778872694196
"X2014_TOD_nm10_",831.902600831855
"X2014_NT_nm10_",413.815109164702
"X2014_STDE_nm10_",0.206225053872348
"X2014_CTA_nm10_",2.08301087146462
"X2014_CNS_nm10_",16.3680135606747
"X2014_ITA_nm10_",0.996603746582345
"X2014_EBITS_nm10_",0.489032199774121
"X2014_EBITDATA_nm10_",0.0593803542631076
"X2014_NITA_nm10_",299.893215630385
"X2014_EBITDAIE_nm10_",0.0117221152782289
"X2014_EBITIE_nm10_",0.319450970260946
"X2014_APS_nm10_",58.7677841475737
"X2014_ARL_nm10_",0.00069275579331158
"X2014_IOL_nm10_",86.3009069883581
"X2014_TATL_nm10_",3.0150955444143
"X2014_CFS_nm10_",899.976716167769
"X2014_CARCL_nm10_",1.35143234679434
"X2014_CFD_nm10_",2.55503008552919
"X2014_WCEBITDA_nm10_",11910653.2237852
"X2014_DTA_nm10_",11010.2155036063
"X2014_lg_nm10_",82.6644910974486
"X2014_LD.LDE_nm10_",11921.9402239242
"X2014_DTA.TAY_nm10_",3.31746690425595
