"","X2014_TOD_nm12_","X2014_LEV_nm12_","X2014_IOL_nm12_","X2014_APS_nm12_","X2014_F05200_nm12_","X2014_NITA_nm12_","X2014_NET_nm12_","X2014_EBITDAIE_nm12_","X2014_ROE_nm12_","X2014_EBITTA_nm12_","X2014_WCTA_nm12_","X2014_ROI_nm12_","X2014_V16140_nm12_","X2014_AL_nm12_","X2014_EBITS_nm12_","X2014_F12000_nm12_","X2014_STA_nm12_","X2014_COGSSALES_nm12_","X2014_GL_nm12_","X2014_ARL_nm12_","X2014_F16200_nm12_","X2014_DEB_nm12_","X2014_TC_nm12_","X2014_CFS_nm12_","X2014_CARCL_nm12_","X2014_EBITDA_nm12_","X2014_TATL_nm12_","X2014_EBITIE_nm12_","X2014_ROS_nm12_","X2014_EC_nm12_","X2014_ROL_nm12_","X2014_F01000_nm12_","X2014_ER_nm12_","not_survive"
"1",-0.000441909103900945,-0.00104674849589889,-0.000219596421891444,-0.000428294440286647,-0.0002629916855233,0.000526101610910213,-0.00196485530094273,0.00890231701970977,-0.00207707642215761,0.00143256336205889,-0.00225044320422487,-0.00253315230168808,0.00197074930648035,-0.00229500571124336,-0.00115322794139209,-0.00121642652724223,0.000870251138260632,-0.00107927775465462,-0.00230307746214122,0.000392026135956662,-0.000272838310305282,0.00132939218861317,-0.00225727416176671,-0.000420269139925473,-0.00298342596916359,-0.00365385479708034,-0.00164036952473661,0.0166846679915928,0.000372096998337013,-0.00253315230168811,-0.00218464795481479,-0.000556750166198067,-0.000315801207701816,0
"2",-0.000437176547361473,-0.00104674849589889,-0.000219596421891444,0.00225175333347664,-0.0002629916855233,-0.00291869295272091,-0.0104711337952344,0.0181538230230694,-0.0577153569063722,-0.00158776800601542,0.00084107519499461,-0.0514646920086062,0.002399626545515,0.00180268810384515,0.061163663834669,-0.00121642652724223,-0.00196041504103507,0.220273886440842,-0.00233131574892536,-0.00294087987708452,-0.000272838310305282,0.0155676563429546,-0.0023630886715593,0.0159137335655819,-0.0032858326917327,-0.00288922907701195,-0.00191933881644585,0.0136726565889481,-0.0442029018615749,-0.0514646920086062,-0.00390707286447483,-0.000556750166198067,0.520478789714633,1
"3",-0.000447390877834528,-0.00079580056999987,-0.000219596421891444,-0.0003838387773722,-0.0002629916855233,0.000554604538357916,-0.00204732614507021,0.00192882003225273,-0.00267959492987652,0.00297302606939348,-0.000957069684565639,-0.00194540545462769,-0.00532016375710874,-0.00138549893054293,0.00443315008092307,-0.00121642652724223,-0.000118101013091461,-0.00471678870610931,-0.00233131574892536,-0.000887594929940398,-0.000272838310305282,-0.00224717357613799,-0.00260293489375584,-0.000326772708827175,-0.001150943755092,-0.00432393002488221,-0.00173255159427347,0.00228348847269799,0.00043097168283718,-0.00194540545462769,-0.00222863325316462,-0.000556750166198067,-0.000420837922221589,0
"4",-9.63970721619077e-05,-0.000993375243002459,-0.000219596421891444,-0.000410805781741845,-0.0002629916855233,0.00102789820484542,-0.000928078974768683,-0.00519809388892836,-0.00104418755178234,-0.00116187967269654,0.0031371247886081,0.00070555300111791,-0.00403353204000478,-0.00227518905366558,-0.00294847840279145,-0.00121642652724223,-0.000588632547164533,-0.00215748317418566,-0.000185544136405672,-0.0026499608668712,-0.000272838310305282,-0.00206083891530775,-0.0021081932746367,-0.000495968949840919,-0.00314294741824774,-0.0036333003422398,-0.00138430284795437,-0.00493122009019929,0.000731568022043324,0.000705553001117738,-0.00120637365398968,-0.000556750166198067,-0.000865182359848912,0
"5",-0.000447390877834528,-0.00104334358474054,-0.000219596421891444,-0.000364234313118515,-0.0002629916855233,0.000220473196706935,-0.00169387967023815,-0.00606011599021998,-0.00216315049468889,-0.00214169911777684,-0.00384378635196241,-0.00301789908712314,-0.00403353204000478,-0.00165686695498144,-0.00562431658655678,-0.00121642652724223,-0.000183465475290484,-0.00711948963329768,-0.00233131574892536,-0.00226088697316384,-0.000272838310305282,0.00141240383846171,0.00318065106815219,-0.000327399882044621,-0.00306117088905715,-0.0037607379622512,-0.00178857676300408,-0.00581129217190953,0.000300196986917773,-0.0030178990871232,-0.00251297389370261,-0.000556750166198067,-0.000227253952257416,1
"6",-0.000444167695633787,-0.0010245501924634,-0.000219596421891444,-0.000290326597589874,-0.0002629916855233,-0.000640917847803756,-0.00535794145933053,0.0226013644350698,-0.0057352245047367,-0.000254231426981156,-0.00175559663836293,-0.00975090383965216,0.0487183683612574,-0.00228362062339959,0.00599968789174745,-0.00121642652724223,-0.00134266258592954,0.0119541805909493,-0.00232692182463322,0.00162013497527956,-0.000272838310305282,-0.00172846115241683,-0.00174654279450112,1.9333161378566e-06,-0.00279841295002771,0.00271391531252147,-0.00157522365924305,0.0223478769309403,-0.000678053966609543,-0.00975090383965217,-0.00350162885609201,-0.000556750166198067,0.00121545370955603,0
"7",-0.000334346564952066,-7.51538846822965e-05,-0.000219596421891444,-0.000427698722976586,-0.0002629916855233,-6.37497704664677e-05,-0.00215336008751983,-0.0019995832706814,-0.00278479657408141,0.00209438161292258,0.00019223631414951,-0.00362683507936823,-0.00617791823517804,-0.00228430563147042,0.000216168428819597,-0.00121642652724223,0.000629435633921338,-0.000274230973676226,-0.00172136875438785,-0.00297745254178589,-0.000272838310305282,-0.00228450919406633,-0.00250511525803647,-0.000509404183927928,-0.00340612722962933,-0.00424171220552002,-0.00160141066708859,-0.00202274657952054,0.000215379105884453,-0.00362683507936821,-0.00281312791856789,-0.000556750166198067,-0.000113478393370924,0
"8",7.46590669354949e-05,-0.00102790260423059,-0.000219596421891444,-0.000245703832601692,-0.0002629916855233,0.000200331004180502,-0.00205910769423128,-0.00638639939883751,-0.00269680974438278,-0.00146016181709846,0.00318220896587914,-0.00297783358826161,-0.00274690032290083,-0.000854517528276425,-0.00165285183460221,-0.00121642652724223,-0.00125954229846857,-0.00285129198245711,0.00220761729522074,-0.0026981421689292,-0.000272838310305282,-0.00162723551024779,-0.00217873628116509,-0.000385136985026915,0.00205721239007703,-0.00330853995575914,-0.00171183102907178,-0.00615714813238762,0.000305409213372443,-0.0029778335882614,-0.00252393827709424,-0.000556750166198067,-0.000234639718480727,0
"9",-0.000417183677460996,0.00133725680014183,-0.000219596421891444,-0.000465785280915493,-0.0002629916855233,0.00386404284729989,-0.00126974390043968,0.00760059758205112,-0.00215454308743576,0.00276886786482939,0.00086789267910059,0.0098890748801217,-0.0083223044303513,-0.000162632670777644,0.00292331630911294,-0.00121642652724223,0.000112871522571779,0.00943630127940815,-0.00169595429628212,-0.00152257409964121,-0.000272838310305282,-0.00229221181169412,-0.00257330683101392,-0.00045583910221211,-0.0031177798691427,-0.00397861518356101,0.000586725714361631,0.00138929758753786,0.00157078111930874,0.00988907488012161,0.0186486744278752,-0.000556750166198067,-0.00210757605350826,0
"10",-4.87325867722087e-05,-0.00104674849589889,-0.000219596421891444,-0.000472042022578726,-0.0002629916855233,0.000536374317413688,-0.00168209812107708,0.000673590574510466,-0.00267959492987652,-0.00171772223602047,0.00439605559407755,-0.00140699416973283,-0.00789342719131665,-0.000570254757366069,-0.00423943239190223,-0.00121642652724223,-0.0007347936319993,-0.00612446239101624,0.0149411030007094,-0.000473478080135521,-0.000272838310305282,-0.00226660183461318,-0.00222858667244516,-0.000486991631231272,-0.001264904091788,-0.00443492408102117,0.00732956431514902,0.000636294736876694,0.00049452929451795,-0.00140699416973298,0.00462050606130743,-0.000556750166198067,-0.000514893159636834,0
"11",-0.000447390877834528,0.000145254152121469,-0.000219596421891444,-0.000440684373605367,-0.0002629916855233,0.000331449387376172,-0.00208267079255342,-0.00299911783888357,-0.00273123937339529,5.97529631050672e-05,0.000127766766743735,-0.00225017425721657,-0.007464549952282,0.00205381242504694,0.00263198878045612,-0.00121642652724223,-0.000966001194318725,-0.00633193576830299,-0.00233131574892536,-0.000735752085011942,-0.000272838310305282,-0.00228691319574634,-0.00264667155780345,-0.000166939970825547,0.00147359733245209,-0.00475968446750183,-0.000280610371216827,-0.00270515541293222,0.00039437838397213,-0.00225017425721641,-0.00194587062091577,-0.000556750166198067,-0.000366685613449411,0
"12",2.54292507619574e-05,-0.000921341883439424,-0.000219596421891444,-0.000427881029755672,-0.0002629916855233,0.00104865108528811,0.0364429949641414,-8.83285407857714e-05,-0.00161614098068403,-0.00203955560379187,0.00330663709894561,0.00228511253444232,0.0461451049270495,-0.00223862119384145,-0.00505039165223036,-0.00121642652724223,-0.000935249632747143,-0.00652086095864777,8.42121664906357e-05,-0.00153693370699354,-0.000272838310305282,-0.00219678265712442,0.0109728315692787,-0.000459051762266176,-0.00292387021003448,0.0056737568095604,-0.000989431186882371,-0.000121937300247389,0.00089781427534005,0.00228511253444212,-0.000445982403012738,-0.000556750166198067,-0.00110910399061895,0
"13",0.00026327524210387,-0.00102187191889673,-0.000219596421891444,-0.000449173752032989,-0.0002629916855233,0.00116953835359333,0.00951037358193823,-0.00496471418974813,0.0142081381007592,-0.00192935429548121,0.00465409572453602,0.00508818044041375,0.00454401274068826,-0.00217664023251282,-0.00433294362471647,-0.00121642652724223,-0.00114765228038099,-0.0047215255873716,0.00398620288048732,-0.00137205162727735,-0.000272838310305282,-0.00178972639931303,2.12649491004624e-05,-0.000480815165426985,-0.00305092893975132,-0.000916001412319333,0.000798730388968383,-0.00481732840903679,0.0011661634128955,0.00508818044041384,0.00359895433714812,-0.000556750166198067,-0.00150841946690903,0
