"","X2014_DEB_nm33_","X2014_EBITIE_nm33_","X2014_ROI_nm33_","X2014_AL_nm33_","X2014_F05200_nm33_","X2014_IOL_nm33_","X2014_WCTA_nm33_","X2014_V16140_nm33_","X2014_CNS_nm33_","X2014_F12000_nm33_","X2014_EBITTA_nm33_","X2014_F16200_nm33_","X2014_EBITS_nm33_","X2014_ARL_nm33_","X2014_NET_nm33_","X2014_TOD_nm33_","X2014_F01000_nm33_","X2014_LEV_nm33_","X2014_NITA_nm33_","X2014_CARCL_nm33_","X2014_APS_nm33_","X2014_ROS_nm33_","X2014_ROE_nm33_","X2014_STA_nm33_","X2014_TC_nm33_","X2014_ER_nm33_","X2014_ROL_nm33_","X2014_TATL_nm33_","X2014_EC_nm33_","X2014_GL_nm33_","X2014_CFS_nm33_","not_survive"
"1",0.0126638147620018,0.0701479026260798,-0.00126185123453118,-0.000711085041093498,0,0,-0.00447940954963097,0.0688073394495413,-0.00182609387203273,0,0.00368539411326732,0,0.00268845429539249,0.00564334162486915,-0.000555889423076923,-9.81608278647195e-05,0,-5.15791328214829e-05,8.82301711349903e-05,-0.000789213343341051,-2.29457957849901e-05,-0.000102526147618406,9.44353943858158e-05,0.00176094694588128,-0.000643793489629263,0.000188461151581858,-0.000102292331352251,-0.000389888339689558,-0.0012618512345308,-0.00110087776192329,-4.5260507275641e-06,0
"2",0.0674034087050995,0.0598509627910589,-0.0985984736617585,0.0100873612256307,0,0,0.000255458958838626,0.073394495412844,0.00161940056705302,0,-0.0002581047864428,0,0.127009426965038,-0.0020864183032868,-0.0114032451923077,-9.34181714157298e-05,0,-5.15791328214829e-05,-0.0047199986403054,-0.00133924844781657,0.0028126193195007,-0.067197983845636,-0.0762093632693534,-0.00112815668322845,-0.000807100744608502,0.866801343641407,-0.00256529508450794,-0.00101293730843821,-0.0985984736617581,-0.00115708911661694,0.0231626210420669,1
"3",-0.00108643987234332,0.0209156590398862,-9.26811393783933e-05,0.00168569240100116,0,0,-0.00249852095150097,-0.00917431192660551,0.00356089424113592,0,0.00569670090418131,0,0.0138331685075565,0.00267561208203398,-0.000661057692307692,-0.000103654300638087,0,0.000326667841202724,0.000128014429508872,0.0025438129118409,2.40895325293626e-05,-1.39064279459569e-05,-0.000731874306490073,0.000752190841683856,-0.00117726385589477,1.36779039754797e-05,-0.000165189651477147,-0.000595767427707311,-9.26811393779395e-05,-0.00115708911661694,0.00012808354968442,0
"4",-0.000370068581516942,-0.00374872965868729,0.00518071397188751,-0.000658863200786197,0,0,0.00377201345110032,0.00458715596330275,-0.00172377178366626,0,0.000297956774084967,0,-0.000893035043787525,-0.00141171157627838,0.000766225961538462,0.000248088572826779,0,2.88689176239639e-05,0.000788635607765342,-0.00107936032211079,-4.44230843366186e-06,0.000438559067897797,0.00151096631017305,0.000271945458938188,-0.00041371171261407,-0.000725720355189544,0.00129660307637225,0.000182010014866079,0.00518071397188762,0.00311430065022375,-0.000111894015752843,0
"5",0.0129829564745026,-0.00675736676673246,-0.00222612938946596,0.000970569904631074,0,0,-0.00691972182314453,0.00458715596330275,0.00788985222810435,0,-0.000981345538380265,0,-0.00623127955873741,-0.00050936156073546,-0.000210336538461538,-0.000103654300638087,0,-4.6447002966834e-05,-0.000338364599502948,-0.000930620368862202,4.48316011916526e-05,-0.000210751931085674,-2.3608848596454e-05,0.000685476968343627,0.00774874779625932,0.000335805601034249,-0.000571786058990418,-0.000720893829210882,-0.00222612938946564,-0.00115708911661694,0.00012719400567961,1
"6",0.000907771440211856,0.089508294711718,-0.0156196981453861,-0.000681082492130424,0,0,-0.00372151872749787,0.568807339449541,-0.00140175755049852,0,0.00148302868246452,0,0.0169583806100041,0.00849160270888039,-0.0048828125,-0.000100424239734828,0,-1.81202346342785e-05,-0.00154069035844959,-0.000452700800084102,0.000123028020656668,-0.00168324093050698,-0.00492244493236065,-0.000497651089530752,0.00014443619440386,0.00273650074492977,-0.00198552542180929,-0.000244391808278122,-0.0156196981453857,-0.00114834253652976,0.000594300004276107,0
"7",-0.00122997819575534,0.00619425286950475,-0.00343744979987049,-0.000682887659421796,0,0,-0.000738281458413865,-0.018348623853211,-0.00176092121585916,0,0.00454949782442832,0,0.00542037310364728,-0.00217123855233323,-0.000796274038461538,9.63126394884506e-06,0,0.0014128789628345,-0.000735081743121435,-0.00155804721709552,-2.23155102954854e-05,-0.000338422030793173,-0.000876150603468402,0.0015151599461208,-0.00102629537129175,0.000525130464929038,-0.00100099501054922,-0.00030287777328456,-0.00343744979986999,5.70761447658583e-05,-0.000130949727321626,0
"8",0.00129693759760983,-0.00793971886988166,-0.00214642945853384,0.0030849609651608,0,0,0.00384106290306048,0.018348623853211,0.00378918235461545,0,-9.14956286168261e-05,0,0.00169171446125434,-0.00152345487071184,-0.000676081730769231,0.000419509768635706,0,-2.31732335864634e-05,-0.000366478981548735,0.00837899569313146,0.000170240147614542,-0.000202906351084632,-0.000755483155086526,-0.000412814832287629,-0.000522583215933562,0.000323515534532513,-0.000587464714314535,-0.000549490195178601,-0.00214642945853299,0.00787814652729893,4.5303241877322e-05,0
"9",-0.00125959122699803,0.0178587550263643,0.023448951739243,0.00490825030633852,0,0,0.000296531740744709,-0.0412844036697248,0.00158440416914295,0,0.00543014152477832,0,0.0108210798469821,0.00120295233046528,0.000330528846153846,-7.33826340531063e-05,0,0.00354176712040848,0.00474731358735651,-0.00103358410594807,-6.26121483293754e-05,0.00170176463844989,-1.1804424298227e-05,0.000987931670429468,-0.00113153782450059,-0.00279308894698406,0.0296885740792325,0.00458409780596621,0.0234489517392432,0.000107666363990142,-5.49763024654216e-05,0
"10",-0.00116113261356692,0.0152845200676091,0.000978348635328657,0.00383406433789274,0,0,0.00570015071422142,-0.036697247706422,-0.000516418721027216,0,-0.000427779666641246,0,-0.00346846284552626,0.00363604235479618,-0.0001953125,0.000295854780612323,0,-5.15791328214829e-05,0.000102568768827567,0.00233653515965296,-6.92319550989789e-05,8.17621565741723e-05,-0.000731874306490073,0.000122766963883075,-0.000599519078279337,-0.000142831940463066,0.00962882162511382,0.0196435282218336,0.000978348635328813,0.0332255228376645,-9.91611379348153e-05,0
