"","vif_value"
"X2014_F10100_nm9_",35.4086263737298
"X2014_F10200_nm9_",4089.15201406947
"X2014_F10300_nm9_",238.632930871373
"X2014_F10400_nm9_",95.6579571099839
"X2014_F10500_nm9_",464426.560741293
"X2014_F11100_nm9_",35.2847640282257
"X2014_F11200_nm9_",145.883257768663
"X2014_F12000_nm9_",1.75056266864721
"X2014_F15100_nm9_",531114.015724984
"X2014_F15200_nm9_",61.7655633687919
"X2014_F15300_nm9_",5.58112848828557
"X2014_F15400_nm9_",152.007160038015
"X2014_F16100_nm9_",43.6893161687717
"X2014_F16200_nm9_",1.38775084503172
"X2014_F16300_nm9_",166.978308550442
"X2014_F17000_nm9_",8.32045990701206
"X2014_F01000_nm9_",1.0564275584116
"X2014_F02100_nm9_",16.9103257480828
"X2014_F02200_nm9_",654.771586374705
"X2014_F02300_nm9_",4891.32036480411
"X2014_F02400_nm9_",13.4108004428606
"X2014_F03100_nm9_",494.524701805685
"X2014_F03200_nm9_",1260.8463458978
"X2014_F03300_nm9_",17.3154652857309
"X2014_F03400_nm9_",93.8185324622768
"X2014_F04000_nm9_",5.74649603146012
"X2014_F05100_nm9_",4983.29276678375
"X2014_F05200_nm9_",2.21077691259415
"X2014_F05300_nm9_",51.730416795143
"X2014_F05400_nm9_",2882.31383938628
"X2014_F05510_nm9_",5642.1891474844
"X2014_F05520_nm9_",1729.08359436291
"X2014_F05600_nm9_",1059.27835457448
"X2014_F06000_nm9_",26.7459611974909
"X2014_F07001_nm9_",49435.8594061237
"X2014_F07002_nm9_",96653.7392383914
"X2014_F08000_nm9_",822.344286723632
"X2014_V16140_nm9_",1.84421356914371
"X2014_TA_nm9_",66010.1959015663
"X2014_TL_nm9_",129275.895754098
"X2014_TR_nm9_",1.74697744684328
"X2014_TC_nm9_",21.5125717551403
"X2014_WCTA_nm9_",2.05281838663476
"X2014_RETA_nm9_",0.241228789768955
"X2014_EBIT_nm9_",93.556512380623
"X2014_LEV_nm9_",206.924098126819
"X2014_STA_nm9_",4.46847635056278
"X2014_EBITTA_nm9_",0.0311134707346941
"X2014_COGSSALES_nm9_",0.217861598874589
"X2014_ROI_nm9_",1.25209676415258
"X2014_EBITDA_nm9_",0.012942497121769
"X2014_NET_nm9_",39.7220797629366
"X2014_ROS_nm9_",75.1716124213892
"X2014_ROE_nm9_",1.42642189255151
"X2014_ROL_nm9_",0.867718831001651
"X2014_CAPAS_nm9_",14.1988790747838
"X2014_EC_nm9_",0.00262798597906254
"X2014_ER_nm9_",0.0370339353359084
"X2014_GL_nm9_",34.9787033379088
"X2014_AL_nm9_",5.02997012773345
"X2014_DEB_nm9_",1.21778872694198
"X2014_TOD_nm9_",831.902600831861
"X2014_NT_nm9_",413.815109164708
"X2014_STDE_nm9_",0.206225053872351
"X2014_CTA_nm9_",2.08301087146461
"X2014_CNS_nm9_",16.3680135606747
"X2014_ITA_nm9_",0.996603746582353
"X2014_EBITS_nm9_",0.489032199774119
"X2014_EBITDATA_nm9_",0.0593803542631069
"X2014_NITA_nm9_",299.893215630384
"X2014_EBITDAIE_nm9_",0.0117221152782289
"X2014_EBITIE_nm9_",0.319450970260947
"X2014_APS_nm9_",58.7677841475736
"X2014_ARL_nm9_",0.000692755793311613
"X2014_IOL_nm9_",86.3009069883584
"X2014_TATL_nm9_",3.0150955444143
"X2014_CFS_nm9_",899.976716167763
"X2014_CARCL_nm9_",1.35143234679434
"X2014_CFD_nm9_",2.55503008552981
"X2014_WCEBITDA_nm9_",11910653.2237882
"X2014_DTA_nm9_",11010.2155036101
"X2014_lg_nm9_",82.6644910974379
"X2014_LD.LDE_nm9_",11921.9402239275
"X2014_DTA.TAY_nm9_",3.3174669042572
