"","X2014_DTA_nm99_","X2014_F03100_nm99_","X2014_F15400_nm99_","X2014_APS_nm99_","X2014_COGSSALES_nm99_","X2014_F05510_nm99_","X2014_F05100_nm99_","X2014_EBITS_nm99_","X2014_DTA.TAY_nm99_","X2014_F03400_nm99_","X2014_V16140_nm99_","X2014_NET_nm99_","X2014_CNS_nm99_","X2014_ROI_nm99_","X2014_CARCL_nm99_","X2014_LEV_nm99_","X2014_NITA_nm99_","X2014_RETA_nm99_","X2014_ARL_nm99_","X2014_GL_nm99_","X2014_LD.LDE_nm99_","X2014_DEB_nm99_","X2014_TATL_nm99_","X2014_EBITDAIE_nm99_","X2014_CFD_nm99_","X2014_EBITIE_nm99_","X2014_AL_nm99_","X2014_EBITDA_nm99_","X2014_ROE_nm99_","X2014_ER_nm99_","X2014_EC_nm99_","not_survive"
"3993",1.90594059405941,0,1,0.751367608918335,5.03165391717227,0.0053475935828877,1,2.85656898477787,0,0.428571428571429,0.590909090909091,0.571428571428571,3.58371040723982,5.5302564102564,0.907519685039366,11.9428571428571,13.0622009569378,0.110222896487338,0.0852380952380953,0,0,0.0928381962864721,0.551136009959543,1.01587301587302,5.2730029154519,1.08474576271186,3.39973297730308,0.379446640316206,0.777777777777778,0.897143750582161,1.11464857148154,0
"3994",1.18772233174374,0.147619047619048,29.5,2.53687510438523,6.76327284555871,0.0909090909090909,32,3.33232462884239,0.992727272727273,2.89285714285714,0.727272727272727,1.08163265306122,5.539896373057,1.97413650179606,1.4626800460918,25.922480620155,1.045100616847,0.0792035496449615,1.42228682170543,0.11765461509716,0.75209116256516,0.0427718832891247,0.884409146949047,3.22857142857143,2.41423825344091,3.31525423728814,2.09163259345795,2.0098814229249,0.0460069444444444,0.975940368913433,1.0246527675798,0
"3995",1.37730403358853,31.2,218.5,1.06175189021817,3.5073388006459,0,100,1.5333978534587,1.44488081103297,26.8452380952381,7.40909090909091,35.8571428571429,0.495619249328152,0.680349476689821,0.429273433141821,1.75681923254738,0.925446225986992,0,1.70538883985486,0.450801573211539,1.17979685657951,0.631114058355438,0.718053047769404,2.06058692265589,0.516062967305576,2.09868273164592,0.351876233009219,96.7213438735178,0.488055555555556,1.00815546622013,0.99191050736381,1
"3996",2.06744269021497,4.3,0,1.46559439635643,0.159639381940368,0.235294117647059,1,0.201494870067172,0,0.773809523809524,1.09090909090909,0.428571428571429,0.398328690807799,0.226491178941471,0.136558842306873,0.376916140667267,0.335380835380835,0.166029444078224,0.379305680793508,1.18668294872365,0,2.94164456233422,0.508083004767881,0.582010582010583,0.300472939401189,0.621468926553673,0.193727896086677,0.434782608695652,0.583333333333333,1.01996627024776,0.980424577919707,0
"3997",1.30091840163071,3.96666666666667,7.5,4.05342503696082,1.60619896777871,2.38502673796791,118.4,1.29359164973709,0.567567567567567,0.345238095238095,0.818181818181818,3.44897959183673,0.140776699029126,1.47963498197641,0.156864616902545,12.7785179447456,0.486427843953416,0.303305349840462,0.531500129098888,0.393139071539767,0.947931673183782,0.0867669725428346,0.8072460759844,0.158236697096801,0.0383960195648507,0.156582067269694,0.0310406679256856,3.80237154150198,0.039649024024024,0.988007302769362,1.01213826780129,1
"3998",0.335926449787836,0.0142857142857143,0,0.272663779262647,1.9467295500232,0,0,1.8518789233812,7.33333333333334,1.35714285714286,1.13636363636364,3.10204081632653,5.7655172413793,20.6861181221604,4.71683827983039,0,17.4970484061393,0,1.31266666666667,0.174887892376682,0,2.50132625994695,3.12697167755992,3.50793650793651,23.3769795918367,0.923728813559322,15.0721495327103,0.527667984189723,8.61111111111111,0.667466489307275,1.49820255551383,0
"3999",0.605009229736533,2.1952380952381,0,0.248188122352338,0.171854441977718,2.87700534759358,1.2,0.170758187926696,1.16666666666667,4.01190476190476,1.27272727272727,2.79591836734694,1.40523123578469,1.02674783865677,3.86765146092274,1.81739130434782,2.57270801232666,2.38707298282536,1.51328502415459,5.37488789237668,1.60013527986021,0.610079575596817,1.73622556913265,2.18253968253968,6.25956817509611,2.32203389830508,8.91107788161994,0.543478260869565,3.17129629629629,0.999323542248309,1.00067691565654,0
"4000",0.264089870525515,0.0142857142857143,0,0.3491305770357,2.02204519564589,4.05882352941176,1,2.48590972166358,3.21897810218978,2.63095238095238,4.40909090909091,5.20408163265306,2.45060483870967,5.57069929503278,2.26758095635396,2.78666666666666,3.95144628099174,2.77888879413269,9.487,0.0299465569138154,0,0.397877984084881,3.87148874364562,4.96190476190476,7.76002236511044,5.08474576271186,5.00322195194812,3.08893280632411,7.08333333333333,0.896320724753186,1.11567207181935,0
"4001",0.282730117102239,0.9,0,0.660964966448476,1.38176957571577,0,101,1.01170151544216,0.925287356321838,2.51190476190476,0.681818181818182,10.7142857142857,3.96752136752136,31.2037037037035,2.57006162273193,259.006134969324,7.80118875257183,0,4.96002044989774,1.68986767173788,0,0.00428079943272842,3.71531871098815,3.4047619047619,6.63618379867283,3.05084745762712,4.27863463486421,0.847826086956522,0.144389438943894,0.566773167788597,1.76437428028174,0
"4002",0.822793594063943,29.9857142857143,36.5,4.68675522491609,1.38236865205469,11.5080213903743,1,1.02657383476059,0.896341463414634,0.857142857142857,2.40909090909091,2.14285714285714,0.60091047040971,1.54233409610983,0.0300337457817772,0.160153256704981,0.284221046932911,1.37633036847588,0.0102873563218391,3.5242865408857,0,6.92307692307692,1.27373099942404,0.257631257631257,0.14174739020032,0.268252933507171,0.0913906714328784,1.66798418972332,2.91666666666667,0.986460812253333,1.01372501327827,0
"4003",1.05988891572084,3.1047619047619,1,0.739104932808391,0.301413986507167,3.51336898395722,1,0.320347129209617,0.427947598253275,2.21428571428571,1.27272727272727,12.2244897959184,0.505934718100891,3.06253247615253,1.14873305931098,0.33148295003965,4.31651884700666,1.11862798118003,2.20260375363468,1.39125068118102,1.64942371438129,3.3448275862069,0.990291966641273,0.196635868277659,0.756773566569487,0.199342271692385,0.900124519368921,1.6403162055336,16.6388888888889,0.950392248230605,1.05219713424826,0
