"","predictors","vif_value"
"1","X2014_APS_nm2_",4.71741739161747
"2","X2014_EBITS_nm2_",4.61613353285437
"3","X2014_DTA.TAY_nm2_",4.3891198482961
"4","X2014_F03100_nm2_",3.99587339095672
"5","X2014_F15400_nm2_",3.8871974712473
"6","X2014_COGSSALES_nm2_",3.81971909291311
"7","X2014_F05510_nm2_",2.96875070472535
"8","X2014_ER_nm2_",2.11266823583503
"9","X2014_F03400_nm2_",1.9278671495162
"10","X2014_NET_nm2_",1.82456801626513
"11","X2014_V16140_nm2_",1.8121794400327
"12","X2014_CNS_nm2_",1.76637756524835
"13","X2014_ROI_nm2_",1.68034683228205
"14","X2014_LEV_nm2_",1.44319669618014
"15","X2014_TATL_nm2_",1.37133499962082
"16","X2014_RETA_nm2_",1.2464619666158
"17","X2014_CARCL_nm2_",0.835607626451993
"18","X2014_ARL_nm2_",0.777424027437742
"19","X2014_NITA_nm2_",0.651831129912351
"20","X2014_GL_nm2_",0.621914051295597
"21","X2014_DEB_nm2_",0.417324961146483
"22","X2014_ROL_nm2_",0.410170969888217
"23","X2014_LD.LDE_nm2_",0.271282572900285
"24","X2014_EBITDAIE_nm2_",0.245488582065276
"25","X2014_CFD_nm2_",0.145870089142307
"26","X2014_EC_nm2_",0.0959046194593784
"27","X2014_AL_nm2_",0.0397731077482172
"28","X2014_EBITIE_nm2_",0.0334895247935414
"29","X2014_EBITDA_nm2_",0.0302781993518007
"30","X2014_ROE_nm2_",0.00250887055778521
