"","X2014_DEB_nm7_","X2014_EBITIE_nm7_","X2014_ROI_nm7_","X2014_AL_nm7_","X2014_F05200_nm7_","X2014_IOL_nm7_","X2014_WCTA_nm7_","X2014_V16140_nm7_","X2014_CNS_nm7_","X2014_F12000_nm7_","X2014_EBITTA_nm7_","X2014_F16200_nm7_","X2014_EBITS_nm7_","X2014_ARL_nm7_","X2014_NET_nm7_","X2014_TOD_nm7_","X2014_F01000_nm7_","X2014_LEV_nm7_","X2014_NITA_nm7_","X2014_CARCL_nm7_","X2014_APS_nm7_","X2014_ROS_nm7_","X2014_ROE_nm7_","X2014_STA_nm7_","X2014_TC_nm7_","X2014_ER_nm7_","X2014_ROL_nm7_","X2014_TATL_nm7_","X2014_EC_nm7_","X2014_GL_nm7_","X2014_CFS_nm7_","not_survive"
"1",0.0139437767366062,0.0796403940364897,0.00123341021027111,2.01409869083585e-05,0,0,-0.00500828438017774,0.169724770642202,5.04699311365828e-05,0,0.00485222284756247,0,0.00949811596777509,0.00809002433090022,0.000180288461538462,5.49347277336795e-06,0,0,0.000484644602009101,0.000875340228633642,5.25319657011289e-05,0.000133745098401363,0.000944353943858158,0.00288910362910973,0.000678632370691501,0.0147259687845949,0.000512163892445583,0.00108727837857299,0.0973366224272273,5.62113546936481e-05,0.000133259647472826,0
"2",0.0686833706797039,0.0693434542014688,-0.0961032122169562,0.0108185872536326,0,0,-0.000273415871708143,0.174311926605505,0.00349596437022233,0,0.00090872394785235,0,0.133819088637421,0.000360264402744275,-0.0106670673076923,1.02361292223576e-05,0,0,-0.00432358420943128,0.000325305124158123,0.00288809708098682,-0.0669617125996162,-0.075359444719881,0,0.000515325115712263,0.88133885127442,-0.00195083886071011,0.000464229409824343,0,0,0.0233004067402673,1
"3",0.000193522102261153,0.0304081504502961,0.0024025803054239,0.00241691842900302,0,0,-0.00302739578204774,0.0917431192660551,0.00543745804430523,0,0.00686352963847646,0,0.0206428301799391,0.00512229478806505,7.51201923076923e-05,0,0,0.000378246974024207,0.000524428860382983,0.00420836648381559,9.95672940154816e-05,0.000222364818073812,0.00011804424298227,0.00188034752491231,0.00014516200442599,0.0145511855369886,0.000449266572320686,0.000881399290555242,0.0985057925223801,0,0.00026586924788481,0
"4",0.000909893393087526,0.00574376175172259,0.0076759754166898,7.23628272156592e-05,0,0,0.00324313862055355,0.105504587155963,0.000152792019503053,0,0.00146478550838012,0,0.00591662662859507,0.00103497112975269,0.00150240384615385,0.000351742873464867,0,8.04480504454468e-05,0.00118505003863945,0.000585193249863908,7.10354530524571e-05,0.000674830313917566,0.0023608848596454,0.00140010214216664,0.000908714147706694,0.0138117872778235,0.00191105930017008,0.00165917673312863,0.103779187633646,0.00427138976684069,2.58916824475468e-05,0
"5",0.0142629184491071,0.00273512464367742,0.000269132055336328,0.00170179593263293,0,0,-0.0074485966536913,0.105504587155963,0.00976641603127366,0,0.000185483195914886,0,0.000578382113645184,0.00193732114529561,0.000525841346153846,0,0,5.13212985464885e-06,5.80498313711633e-05,0.000733933203112491,0.000120309362677772,2.55193149340948e-05,0.000826309700875888,0.00181363365157208,0.00907117365658009,0.0148733132340473,4.26701648074158e-05,0.000756272889051671,0.0963723442722924,0,0.00026497970388,1
"6",0.00218773341481632,0.0990007861221278,-0.0131244367005838,5.0143535871432e-05,0,0,-0.00425039355804464,0.669724770642202,0.000474806252670788,0,0.00264985741675967,0,0.0237680422823867,0.0109382854149115,-0.00414663461538462,3.23006090325976e-06,0,3.34588981872044e-05,-0.00114427592757547,0.00121185277189059,0.000198505782142787,-0.00144696968448721,-0.00407252638288831,0.000630505593697702,0.00146686205472462,0.0172740083779428,-0.00137106919801145,0.00123277490998443,0.0829787755163724,8.7465800871859e-06,0.000732085702476498,0
"7",4.99837788491281e-05,0.0156867442799146,-0.000942188355068195,4.83383685800604e-05,0,0,-0.00126715628896063,0.0825688073394495,0.000115642587310153,0,0.00571632655872348,0,0.0122300347760299,0.000275444153697838,-6.00961538461538e-05,0.000113285564586932,0,0.00146445809565599,-0.000338667312247324,0.000106506354879174,5.31622511906337e-05,-0.000102150784773404,-2.62320539960599e-05,0.00264331662934926,0.000296130489029019,0.0150626380979421,-0.000386538786751383,0.00117428894497799,0.0951610238618881,0.0012141652613828,6.83597087876408e-06,0
"8",0.0025768995722143,0.00155277254052822,0.000348831986268445,0.00381618699316266,0,0,0.00331218807251371,0.119266055045872,0.00566574615778476,0,0.00107533310567832,0,0.00850137613363693,0.000923227835319234,6.00961538461538e-05,0.000523164069273793,0,2.84058992350195e-05,2.99354493253758e-05,0.0100435492651062,0.000245717909100661,3.33648949351374e-05,9.44353943858158e-05,0.000715341850940825,0.000799842644387202,0.0148610231675456,2.69915094832982e-05,0.000927676523083952,0.0964520442032251,0.00903523564391587,0.000183088940077712,0
"9",2.03707476064372e-05,0.0273512464367742,0.0259442131840452,0.00563947633434037,0,0,-0.00023234308980206,0.0596330275229358,0.00346096797231226,0,0.00659697025907347,0,0.0176307415193647,0.00364963503649635,0.00106670673076923,3.02716665849812e-05,0,0.00359334625322997,0.00514372801823062,0.000630969466026624,1.28656131567436e-05,0.00193803588446966,0.000838114125174115,0.00211608835365792,0.000190888035820176,0.011744418686029,0.0303030303030303,0.00606126452422876,0.122047425401001,0.00126475548060708,8.28093957349687e-05,0
"10",0.00011882936103755,0.024777011478019,0.00347361008013095,0.0045652903658946,0,0,0.00517127588367465,0.0642201834862385,0.0013601450821421,0,0.000739049067653904,0,0.00334119882685633,0.00608272506082725,0.000540865384615385,0.00039950908125041,0,0,0.000498983199701678,0.00400108873162766,6.24580638714007e-06,0.000318033402593941,0.00011804424298227,0.00125092364711153,0.000722906782041428,0.01439467569255,0.0102432778489117,0.0211206949400961,0.0995768222970869,0.0343826119542815,3.8624560265575e-05,0
