"X2014_TOD_nm1_","X2014_LEV_nm1_","X2014_IOL_nm1_","X2014_APS_nm1_","X2014_F05200_nm1_","X2014_NITA_nm1_","X2014_NET_nm1_","X2014_EBITDAIE_nm1_","X2014_ROE_nm1_","X2014_EBITTA_nm1_","X2014_WCTA_nm1_","X2014_ROI_nm1_","X2014_V16140_nm1_","X2014_AL_nm1_","X2014_EBITS_nm1_","X2014_F12000_nm1_","X2014_STA_nm1_","X2014_COGSSALES_nm1_","X2014_GL_nm1_","X2014_ARL_nm1_","X2014_F16200_nm1_","X2014_DEB_nm1_","X2014_TC_nm1_","X2014_CFS_nm1_","X2014_CARCL_nm1_","X2014_EBITDA_nm1_","X2014_TATL_nm1_","X2014_EBITIE_nm1_","X2014_ROS_nm1_","X2014_EC_nm1_","X2014_ROL_nm1_","X2014_F01000_nm1_","X2014_ER_nm1_","not_survive"
-0.0337648631623661,-0.0799787092355558,-0.0167786612012679,-0.0327246102011114,-0.0200943546900195,0.040197743710357,-0.150128317757065,0.680197609293608,-0.158702775192541,0.109457590858278,-0.171949177273257,-0.193550076431788,0.15057865989462,-0.175354056100982,-0.0881144635681672,-0.0929432656554016,0.066493109874582,-0.0824641659979639,-0.17597079280575,0.0299534649089621,-0.02084670383929,0.101574611026125,-0.17247110892081,-0.0321114226334873,-0.227954049180299,-0.279179374558047,-0.125335396011353,1.27482219006721,0.0284307431575174,-0.19355007643179,-0.166921972417203,-0.0425395019277903,-0.0241293616049873,0
-0.0334032636330674,-0.0799787092355558,-0.0167786612012679,0.172049280064805,-0.0200943546900195,-0.223008006152491,-0.800065888278614,1.38707563351116,-4.40984607718695,-0.121316281976192,0.0642638692381841,-3.93225273710002,0.183347799886596,0.137737640192179,4.67332019561534,-0.0929432656554016,-0.149789051679802,16.8304241036518,-0.178128390105261,-0.224703238177625,-0.02084670383929,1.18947489775279,-0.180556057640356,1.21591755295602,-0.251059980958556,-0.220756765517791,-0.14665054855724,1.04468401921708,-3.37740254627143,-3.93225273710001,-0.29852695830398,-0.0425395019277903,39.7681219022086,1
-0.0341837079997333,-0.0608045797504131,-0.0167786612012679,-0.0293278949901139,-0.0200943546900195,0.0423755613577035,-0.156429651543285,0.147374977973847,-0.204739289910921,0.227159426056358,-0.0731266376975372,-0.14864221712334,-0.40649671996896,-0.105861547970898,0.338722838111414,-0.0929432656554016,-0.00902372119327021,-0.360394759514332,-0.178128390105261,-0.0678182936004081,-0.02084670383929,-0.171699355434397,-0.198881941404661,-0.0249676589627772,-0.0879399361887151,-0.330377682480422,-0.132378733513251,0.174474060690025,0.0329291697532302,-0.14864221712334,-0.170282748574172,-0.0425395019277903,-0.0321548814720313,0
-0.0341837079997333,-0.0797185508493018,-0.0167786612012679,-0.0278299804935491,-0.0200943546900195,0.0168456527644829,-0.129423935316628,-0.463034106678441,-0.16527942015231,-0.163640388958596,-0.29369143802132,-0.230588030015746,-0.308189299993034,-0.126595911963232,-0.429736066196734,-0.0929432656554016,-0.01401801097447,-0.543977463084952,-0.178128390105261,-0.172747152300272,-0.02084670383929,0.107917266050147,0.243023389053024,-0.0250155792651182,-0.233894290190505,-0.287345975821739,-0.136659437710424,-0.444022273469698,0.0229370929350785,-0.230588030015751,-0.192008308727866,-0.0425395019277903,-0.0173637486382234,1
-0.0255463531182289,-0.00574226828553138,-0.0167786612012679,-0.0326790933441828,-0.0200943546900195,-0.00487091634327366,-0.164531366411283,-0.152781771002952,-0.212777411528416,0.160025009545759,0.0146881627574497,-0.277114884229195,-0.47203499995291,-0.174536497181804,0.0165167391997279,-0.0929432656554016,0.0480931663576567,-0.0209531127992686,-0.131524288435811,-0.227497638673619,-0.02084670383929,-0.174552050749575,-0.191407855477258,-0.0389219466465635,-0.260251302376026,-0.324095681508352,-0.122358674133855,-0.15455160544727,0.0164564295553671,-0.277114884229193,-0.214942119069735,-0.0425395019277903,-0.0086705215851658,0
-0.0318756723016068,0.1021755208733,-0.0167786612012679,-0.0355891655870506,-0.0200943546900195,0.295239172130397,-0.0970170758446397,0.580737384780586,-0.164621755656333,0.211560349731092,0.0663129075431299,0.755592625682921,-0.635880699912787,-0.0124262429220471,0.223361262047312,-0.0929432656554016,0.00862415252576083,0.720997641020528,-0.12958245086625,-0.116335023820808,-0.02084670383929,-0.175140583160196,-0.196618155763188,-0.0348292098406231,-0.238219601548602,-0.303993278397726,0.0448298378204551,0.106151791218893,0.120018368219398,0.755592625682913,1.42488564878687,-0.0425395019277903,-0.161033154607598,0
-0.00372350130238682,-0.0799787092355558,-0.0167786612012679,-0.0360672232333776,-0.0200943546900195,0.0409826484030532,-0.12852374477574,0.0514669043362898,-0.204739289910921,-0.131245669614413,0.335888566852097,-0.107503930541166,-0.603111559920811,-0.0435713446049973,-0.323921488231588,-0.0929432656554016,-0.0561432344751957,-0.467950609639565,1.14160195809601,-0.0361769478044951,-0.02084670383929,-0.173183806610232,-0.170279189490178,-0.0372094750811632,-0.0966472815240128,-0.338858383792718,0.560028598542388,0.0486172485063606,0.0377854038574478,-0.107503930541177,0.353038110153755,-0.0425395019277903,-0.0393413417485805,0
0.00194296782917477,-0.0703967905288098,-0.0167786612012679,-0.0326930228228812,-0.0200943546900195,0.0801240800138765,2.78449284553968,-0.00674890167827717,-0.12348417034676,-0.155835929303475,0.252649579263993,0.174598150060623,3.52580007906808,-0.171045895219602,-0.385884295092817,-0.0929432656554016,-0.0714594372317772,-0.498238158087168,0.00643438266616944,-0.11743219555372,-0.02084670383929,-0.167849146262195,0.838399012760406,-0.0350746789340524,-0.223403583847556,0.433513635723358,-0.0755992767262592,-0.00931683964167514,0.0685991211415975,0.174598150060608,-0.0340760909372977,-0.0425395019277903,-0.0847430934223917,0
0.0201160203426553,-0.0780779694431156,-0.0167786612012679,-0.0343199317227011,-0.0200943546900195,0.0893606900686741,0.726657269068404,-0.379337953840115,1.08559845119567,-0.147415799320687,0.355604589034981,0.388771615699748,0.347193499846472,-0.166310127932938,-0.331066382854136,-0.0929432656554016,-0.0876884451190838,-0.360756689481888,0.304573030084607,-0.104834082479337,-0.02084670383929,-0.136747277748829,0.00162478684008451,-0.0367375510568156,-0.233111735557041,-0.0699887421880974,0.0610284378598955,-0.368076677089155,0.089102821629582,0.388771615699755,0.274984605767816,-0.0425395019277903,-0.115253513543928,0
-0.0341837079997333,-0.0799787092355558,-0.0167786612012679,-0.01927818680917,-0.0200943546900195,-1.36019557022558,-0.183435367769943,-0.129692790312429,-2.13169626312312,1.31038132009117,-1.63537514069375,-1.50507859799036,-0.0788053200492067,-0.162798686985042,0.852288607361678,-0.0929432656554016,0.165682239501165,-0.526151144447477,-0.178128390105261,-0.229057318218748,-0.02084670383929,0.395698369001784,-0.203445445793027,-0.032899392188334,-0.261705160137448,-0.366813288118432,-0.156920714225737,-0.10600683503357,-0.219392660578408,-1.50507859799036,-0.408087668609654,-0.0425395019277903,0.341241617063657,0
