"X2014_TOD_nm12_","X2014_LEV_nm12_","X2014_IOL_nm12_","X2014_APS_nm12_","X2014_F05200_nm12_","X2014_NITA_nm12_","X2014_NET_nm12_","X2014_EBITDAIE_nm12_","X2014_ROE_nm12_","X2014_EBITTA_nm12_","X2014_WCTA_nm12_","X2014_ROI_nm12_","X2014_V16140_nm12_","X2014_AL_nm12_","X2014_EBITS_nm12_","X2014_F12000_nm12_","X2014_STA_nm12_","X2014_COGSSALES_nm12_","X2014_GL_nm12_","X2014_ARL_nm12_","X2014_F16200_nm12_","X2014_DEB_nm12_","X2014_TC_nm12_","X2014_CFS_nm12_","X2014_CARCL_nm12_","X2014_EBITDA_nm12_","X2014_TATL_nm12_","X2014_EBITIE_nm12_","X2014_ROS_nm12_","X2014_EC_nm12_","X2014_ROL_nm12_","X2014_F01000_nm12_","X2014_ER_nm12_","not_survive"
-0.000441909103900945,-0.00104674849589889,-0.000219596421891444,-0.000428294440286647,-0.0002629916855233,0.000526101610910213,-0.00196485530094273,0.00890231701970977,-0.00207707642215761,0.00143256336205889,-0.00225044320422487,-0.00253315230168808,0.00197074930648035,-0.00229500571124336,-0.00115322794139209,-0.00121642652724223,0.000870251138260632,-0.00107927775465462,-0.00230307746214122,0.000392026135956662,-0.000272838310305282,0.00132939218861317,-0.00225727416176671,-0.000420269139925473,-0.00298342596916359,-0.00365385479708034,-0.00164036952473661,0.0166846679915928,0.000372096998337013,-0.00253315230168811,-0.00218464795481479,-0.000556750166198067,-0.000315801207701816,0
-0.000437176547361473,-0.00104674849589889,-0.000219596421891444,0.00225175333347664,-0.0002629916855233,-0.00291869295272091,-0.0104711337952344,0.0181538230230694,-0.0577153569063722,-0.00158776800601542,0.00084107519499461,-0.0514646920086062,0.002399626545515,0.00180268810384515,0.061163663834669,-0.00121642652724223,-0.00196041504103507,0.220273886440842,-0.00233131574892536,-0.00294087987708452,-0.000272838310305282,0.0155676563429546,-0.0023630886715593,0.0159137335655819,-0.0032858326917327,-0.00288922907701195,-0.00191933881644585,0.0136726565889481,-0.0442029018615749,-0.0514646920086062,-0.00390707286447483,-0.000556750166198067,0.520478789714633,1
-0.000447390877834528,-0.00079580056999987,-0.000219596421891444,-0.0003838387773722,-0.0002629916855233,0.000554604538357916,-0.00204732614507021,0.00192882003225273,-0.00267959492987652,0.00297302606939348,-0.000957069684565639,-0.00194540545462769,-0.00532016375710874,-0.00138549893054293,0.00443315008092307,-0.00121642652724223,-0.000118101013091461,-0.00471678870610931,-0.00233131574892536,-0.000887594929940398,-0.000272838310305282,-0.00224717357613799,-0.00260293489375584,-0.000326772708827175,-0.001150943755092,-0.00432393002488221,-0.00173255159427347,0.00228348847269799,0.00043097168283718,-0.00194540545462769,-0.00222863325316462,-0.000556750166198067,-0.000420837922221589,0
-0.000447390877834528,-0.00104334358474054,-0.000219596421891444,-0.000364234313118515,-0.0002629916855233,0.000220473196706935,-0.00169387967023815,-0.00606011599021998,-0.00216315049468889,-0.00214169911777684,-0.00384378635196241,-0.00301789908712314,-0.00403353204000478,-0.00165686695498144,-0.00562431658655678,-0.00121642652724223,-0.000183465475290484,-0.00711948963329768,-0.00233131574892536,-0.00226088697316384,-0.000272838310305282,0.00141240383846171,0.00318065106815219,-0.000327399882044621,-0.00306117088905715,-0.0037607379622512,-0.00178857676300408,-0.00581129217190953,0.000300196986917773,-0.0030178990871232,-0.00251297389370261,-0.000556750166198067,-0.000227253952257416,1
-0.000334346564952066,-7.51538846822965e-05,-0.000219596421891444,-0.000427698722976586,-0.0002629916855233,-6.37497704664677e-05,-0.00215336008751983,-0.0019995832706814,-0.00278479657408141,0.00209438161292258,0.00019223631414951,-0.00362683507936823,-0.00617791823517804,-0.00228430563147042,0.000216168428819597,-0.00121642652724223,0.000629435633921338,-0.000274230973676226,-0.00172136875438785,-0.00297745254178589,-0.000272838310305282,-0.00228450919406633,-0.00250511525803647,-0.000509404183927928,-0.00340612722962933,-0.00424171220552002,-0.00160141066708859,-0.00202274657952054,0.000215379105884453,-0.00362683507936821,-0.00281312791856789,-0.000556750166198067,-0.000113478393370924,0
-0.000417183677460996,0.00133725680014183,-0.000219596421891444,-0.000465785280915493,-0.0002629916855233,0.00386404284729989,-0.00126974390043968,0.00760059758205112,-0.00215454308743576,0.00276886786482939,0.00086789267910059,0.0098890748801217,-0.0083223044303513,-0.000162632670777644,0.00292331630911294,-0.00121642652724223,0.000112871522571779,0.00943630127940815,-0.00169595429628212,-0.00152257409964121,-0.000272838310305282,-0.00229221181169412,-0.00257330683101392,-0.00045583910221211,-0.0031177798691427,-0.00397861518356101,0.000586725714361631,0.00138929758753786,0.00157078111930874,0.00988907488012161,0.0186486744278752,-0.000556750166198067,-0.00210757605350826,0
-4.87325867722087e-05,-0.00104674849589889,-0.000219596421891444,-0.000472042022578726,-0.0002629916855233,0.000536374317413688,-0.00168209812107708,0.000673590574510466,-0.00267959492987652,-0.00171772223602047,0.00439605559407755,-0.00140699416973283,-0.00789342719131665,-0.000570254757366069,-0.00423943239190223,-0.00121642652724223,-0.0007347936319993,-0.00612446239101624,0.0149411030007094,-0.000473478080135521,-0.000272838310305282,-0.00226660183461318,-0.00222858667244516,-0.000486991631231272,-0.001264904091788,-0.00443492408102117,0.00732956431514902,0.000636294736876694,0.00049452929451795,-0.00140699416973298,0.00462050606130743,-0.000556750166198067,-0.000514893159636834,0
2.54292507619574e-05,-0.000921341883439424,-0.000219596421891444,-0.000427881029755672,-0.0002629916855233,0.00104865108528811,0.0364429949641414,-8.83285407857714e-05,-0.00161614098068403,-0.00203955560379187,0.00330663709894561,0.00228511253444232,0.0461451049270495,-0.00223862119384145,-0.00505039165223036,-0.00121642652724223,-0.000935249632747143,-0.00652086095864777,8.42121664906357e-05,-0.00153693370699354,-0.000272838310305282,-0.00219678265712442,0.0109728315692787,-0.000459051762266176,-0.00292387021003448,0.0056737568095604,-0.000989431186882371,-0.000121937300247389,0.00089781427534005,0.00228511253444212,-0.000445982403012738,-0.000556750166198067,-0.00110910399061895,0
0.00026327524210387,-0.00102187191889673,-0.000219596421891444,-0.000449173752032989,-0.0002629916855233,0.00116953835359333,0.00951037358193823,-0.00496471418974813,0.0142081381007592,-0.00192935429548121,0.00465409572453602,0.00508818044041375,0.00454401274068826,-0.00217664023251282,-0.00433294362471647,-0.00121642652724223,-0.00114765228038099,-0.0047215255873716,0.00398620288048732,-0.00137205162727735,-0.000272838310305282,-0.00178972639931303,2.12649491004624e-05,-0.000480815165426985,-0.00305092893975132,-0.000916001412319333,0.000798730388968383,-0.00481732840903679,0.0011661634128955,0.00508818044041384,0.00359895433714812,-0.000556750166198067,-0.00150841946690903,0
-0.000447390877834528,-0.00104674849589889,-0.000219596421891444,-0.000252309811436485,-0.0002629916855233,-0.017802021073741,-0.00240077261990228,-0.00169739840122493,-0.0278992981815394,0.0171500601718845,-0.0214035270775613,-0.0196982268620513,-0.00103139136676222,-0.0021306830575874,0.0111546163517101,-0.00121642652724223,0.00216842252960372,-0.00688618163921348,-0.00233131574892536,-0.00299786537707108,-0.000272838310305282,0.00517883667467498,-0.00266266130594988,-0.000430581958852328,-0.00342515508641228,-0.00480079337718293,-0.00205375309455666,-0.00138740042427518,-0.00287137589074282,-0.0196982268620513,-0.00534098583729254,-0.000556750166198067,0.00446611545514532,0
