"X2014_DEB_nm4_","X2014_EBITIE_nm4_","X2014_ROI_nm4_","X2014_AL_nm4_","X2014_F05200_nm4_","X2014_IOL_nm4_","X2014_WCTA_nm4_","X2014_V16140_nm4_","X2014_CNS_nm4_","X2014_F12000_nm4_","X2014_EBITTA_nm4_","X2014_F16200_nm4_","X2014_EBITS_nm4_","X2014_ARL_nm4_","X2014_NET_nm4_","X2014_TOD_nm4_","X2014_F01000_nm4_","X2014_LEV_nm4_","X2014_NITA_nm4_","X2014_CARCL_nm4_","X2014_APS_nm4_","X2014_ROS_nm4_","X2014_ROE_nm4_","X2014_STA_nm4_","X2014_TC_nm4_","X2014_ER_nm4_","X2014_ROL_nm4_","X2014_TATL_nm4_","X2014_EC_nm4_","X2014_GL_nm4_","X2014_CFS_nm4_","not_survive"
0.0139437767366062,0.0796305574025472,0.0973366224272273,2.01409869083585e-05,0,0,0.986632022895014,0.110091743119266,5.04699311365828e-05,0,0.00484684901303149,0,0.00939486192381338,0.00809002433090022,0.536102764423077,5.49347277336795e-06,0,0,0.977285839951353,0.000875340228633642,5.25319657011289e-05,0.832381726343517,0.680407016549803,0.00288910362910973,0.000646696729717783,0.0132925927211337,0.200256081946223,0.00108605380509836,0.0973366224272273,5.62113546936481e-05,0.000133259647472826,0
0.0686833706797039,0.0693336175675263,0,0.0108185872536326,0,0,0.991366891403484,0.114678899082569,0.00349596437022233,0,0.000903350113321373,0,0.133715834593459,0.000360264402744275,0.525255408653846,1.02361292223576e-05,0,0,0.972477611139913,0.000325305124158123,0.00288809708098682,0.7652862686455,0.604103217886064,0,0.000483389474738545,0.879905475210959,0.197793079193067,0.000463004836349706,0,0,0.0233004067402673,1
0.000193522102261153,0.0303983138163536,0.0985057925223801,0.00241691842900302,0,0,0.988612911493144,0.0321100917431193,0.00543745804430523,0,0.00685815580394549,0,0.0205395761359773,0.00512229478806505,0.535997596153846,0,0,0.000378246974024207,0.977325624209727,0.00420836648381559,9.95672940154816e-05,0.83247034606319,0.679580706848927,0.00188034752491231,0.000113226363452272,0.0131178094735273,0.200193184626098,0.000880174717080604,0.0985057925223801,0,0.00026586924788481,0
0.0142629184491071,0.00272528800973494,0.0963723442722926,0.00170179593263293,0,0,0.984191710621501,0.0458715596330275,0.00976641603127366,0,0.000180109361383909,0,0.000475128069683471,0.00193732114529561,0.536448317307692,0,0,5.13212985464885e-06,0.976859245180715,0.000733933203112491,0.000120309362677772,0.83227350056005,0.680288972306821,0.00181363365157208,0.00903923801560637,0.0134399371705861,0.199786588218585,0.000755048315577033,0.0963723442722924,0,0.00026497970388,1
4.99837788491281e-05,0.0156769076459721,0.095161023861888,4.83383685800604e-05,0,0,0.990373150986231,0.0229357798165138,0.000115642587310153,0,0.0057109527241925,0,0.0121267807320682,0.000275444153697838,0.535862379807692,0.000113285564586932,0,0.00146445809565599,0.976462528037097,0.000106506354879174,5.31622511906337e-05,0.832145830460343,0.679436430551949,0.00264331662934926,0.000264194848055301,0.0136292620344809,0.199357379267026,0.00117306437150335,0.0951610238618881,0.0012141652613828,6.83597087876408e-06,0
2.03707476064372e-05,0.0273414098028317,0.122047425401001,0.00563947633434037,0,0,0.99140796418539,0,0.00346096797231226,0,0.00659159642454249,0,0.017527487475403,0.00364963503649635,0.536989182692308,3.02716665849812e-05,0,0.00359334625322997,0.981944923367575,0.000630969466026624,1.28656131567436e-05,0.834186017129586,0.680300776731119,0.00211608835365792,0.000158952394846459,0.0103110426225678,0.230046948356808,0.00606003995075412,0.122047425401001,0.00126475548060708,8.28093957349687e-05,0
0.00011882936103755,0.0247671748440765,0.0995768222970872,0.0045652903658946,0,0,0.996811583158867,0.00458715596330275,0.0013601450821421,0,0.000733675233122927,0,0.00323794478289462,0.00608272506082725,0.536463341346154,0.00039950908125041,0,0,0.977300178549046,0.00400108873162766,6.24580638714007e-06,0.83256601464771,0.679580706848927,0.00125092364711153,0.00069097114106771,0.0129612996290888,0.209987195902689,0.0211194703666215,0.0995768222970869,0.0343826119542815,3.8624560265575e-05,0
0.0003872520692938,0.0221750632536633,0.10692131213693,0.000168728267685117,0,0,0.995143065408351,0.582568807339449,0.000426325128601678,0,0.000313473150294621,0,0.00162009701857178,0.00361633187191211,0.585081129807692,0.000473829190078864,0,0.000189021971452784,0.978015212165486,0.000983663740480206,5.29693655457893e-05,0.833173049780925,0.681039155516304,0.00104632934931923,0.0210651842722775,0.011972520617133,0.202742308206008,0.00253985704499668,0.10692131213693,0.00480836877476924,7.8252755860862e-05,0
0.00195219664561689,0.00612327815529183,0.112497289595143,0.000332063575463024,0,0,0.997206788986507,0.137614678899083,0.000482180350370826,0,0.000457357607034468,0,0.00305139171377205,0.00399873056172644,0.550736177884615,0.0007121827766226,0,3.74957869902257e-05,0.978183946072737,0.000752561861922089,3.04410729197788e-05,0.833576975942847,0.702740987322048,0.000829541773094279,0.00416324628693738,0.011308051473324,0.208526415409453,0.00653353039507621,0.112497289595143,0.0125757020309407,4.73848803402916e-05,0
0.0287431248726828,0.0178489183924219,0.0631911532385465,0.000453172205438066,0,0,0.957297785811116,0.0779816513761468,0.0051605504587156,0,0.0253684156301616,0,0.0339487690648111,0.000228102189781022,0.535546875,0,0,0,0.951703528459587,7.1897371637514e-05,0.000238728599686242,0.827499565859165,0.644993743655122,0.00421407501053519,2.10484906417685e-05,0.021249800140813,0.195742637644046,0.000162804492258357,0.0631911532385465,0,0.000118632577958551,0
0.00542201398791336,0.000418599942760458,0.103171176232912,0.000322255790533735,0,0,0.990409457724131,0,0.00306770555787594,0,0.000320414546568978,0,0.00267357380121296,0.00216647089204668,0.537935697115385,0.000455597470522844,0,1.35003616276643e-05,0.977333209169516,0.00147289608192108,0.000299253982495235,0.832887265552022,0.68262624831787,0.000663508491242103,0.00129049021934705,0.0124598072441067,0.200173661081878,0.000829852113448775,0.103171176232912,0.00122714929260781,0.000262220831657207,0
0.00573097032661099,0.00126578872508354,0.0832194647995887,0.00023832722327756,0,0,0.990729589602036,0.00458715596330275,0.00486035223258534,0,0.000566514877016517,0,0.0136658939941017,0.00284100736845747,0.533894230769231,0.000984933255267758,0,1.27725577721444e-05,0.976298976287177,0.000820396735446938,0.000822324137700395,0.830543286968054,0.676275468045423,0.000234889878939969,0.000698955051311139,0.0157906720232832,0.199334308305672,0.000837911256368635,0.0832194647995887,0.00123834527335543,0.0008360146214032,1
0.000957425137502546,0.00124614090641793,0.0962992745336178,0.012621685129238,0,0,0.993083091186038,0.0642201834862385,0.0013168421937408,0,0.00194433129806402,0,0.00173538520575825,5.17678728581042e-05,0.536012620192308,2.89716843717967e-05,0,7.64541756006376e-05,0.976940811509525,0.00180203855611661,3.42661003282255e-05,0.832266543086055,0.679604315697523,0.00599697526161219,0.00210267163411046,0.0134512227084731,0.199852889094723,0.000801803233639677,0.0962992745336174,0.00712010492786209,2.64995355680356e-05,0
