"X2014_DEB_nm33_","X2014_EBITIE_nm33_","X2014_ROI_nm33_","X2014_AL_nm33_","X2014_F05200_nm33_","X2014_IOL_nm33_","X2014_WCTA_nm33_","X2014_V16140_nm33_","X2014_CNS_nm33_","X2014_F12000_nm33_","X2014_EBITTA_nm33_","X2014_F16200_nm33_","X2014_EBITS_nm33_","X2014_ARL_nm33_","X2014_NET_nm33_","X2014_TOD_nm33_","X2014_F01000_nm33_","X2014_LEV_nm33_","X2014_NITA_nm33_","X2014_CARCL_nm33_","X2014_APS_nm33_","X2014_ROS_nm33_","X2014_ROE_nm33_","X2014_STA_nm33_","X2014_TC_nm33_","X2014_ER_nm33_","X2014_ROL_nm33_","X2014_TATL_nm33_","X2014_EC_nm33_","X2014_GL_nm33_","X2014_CFS_nm33_","not_survive"
0.0126638147620018,0.0701479026260798,-0.00126185123453118,-0.000711085041093498,0,0,-0.00447940954963097,0.0688073394495413,-0.00182609387203273,0,0.00368539411326732,0,0.00268845429539249,0.00564334162486915,-0.000555889423076923,-9.81608278647195e-05,0,-5.15791328214829e-05,8.82301711349903e-05,-0.000789213343341051,-2.29457957849901e-05,-0.000102526147618406,9.44353943858158e-05,0.00176094694588128,-0.000643793489629263,0.000188461151581858,-0.000102292331352251,-0.000389888339689558,-0.0012618512345308,-0.00110087776192329,-4.5260507275641e-06,0
0.0674034087050995,0.0598509627910589,-0.0985984736617585,0.0100873612256307,0,0,0.000255458958838626,0.073394495412844,0.00161940056705302,0,-0.0002581047864428,0,0.127009426965038,-0.0020864183032868,-0.0114032451923077,-9.34181714157298e-05,0,-5.15791328214829e-05,-0.0047199986403054,-0.00133924844781657,0.0028126193195007,-0.067197983845636,-0.0762093632693534,-0.00112815668322845,-0.000807100744608502,0.866801343641407,-0.00256529508450794,-0.00101293730843821,-0.0985984736617581,-0.00115708911661694,0.0231626210420669,1
-0.00108643987234332,0.0209156590398862,-9.26811393783933e-05,0.00168569240100116,0,0,-0.00249852095150097,-0.00917431192660551,0.00356089424113592,0,0.00569670090418131,0,0.0138331685075565,0.00267561208203398,-0.000661057692307692,-0.000103654300638087,0,0.000326667841202724,0.000128014429508872,0.0025438129118409,2.40895325293626e-05,-1.39064279459569e-05,-0.000731874306490073,0.000752190841683856,-0.00117726385589477,1.36779039754797e-05,-0.000165189651477147,-0.000595767427707311,-9.26811393779395e-05,-0.00115708911661694,0.00012808354968442,0
0.0129829564745026,-0.00675736676673246,-0.00222612938946596,0.000970569904631074,0,0,-0.00691972182314453,0.00458715596330275,0.00788985222810435,0,-0.000981345538380265,0,-0.00623127955873741,-0.00050936156073546,-0.000210336538461538,-0.000103654300638087,0,-4.6447002966834e-05,-0.000338364599502948,-0.000930620368862202,4.48316011916526e-05,-0.000210751931085674,-2.3608848596454e-05,0.000685476968343627,0.00774874779625932,0.000335805601034249,-0.000571786058990418,-0.000720893829210882,-0.00222612938946564,-0.00115708911661694,0.00012719400567961,1
-0.00122997819575534,0.00619425286950475,-0.00343744979987049,-0.000682887659421796,0,0,-0.000738281458413865,-0.018348623853211,-0.00176092121585916,0,0.00454949782442832,0,0.00542037310364728,-0.00217123855233323,-0.000796274038461538,9.63126394884506e-06,0,0.0014128789628345,-0.000735081743121435,-0.00155804721709552,-2.23155102954854e-05,-0.000338422030793173,-0.000876150603468402,0.0015151599461208,-0.00102629537129175,0.000525130464929038,-0.00100099501054922,-0.00030287777328456,-0.00343744979986999,5.70761447658583e-05,-0.000130949727321626,0
-0.00125959122699803,0.0178587550263643,0.023448951739243,0.00490825030633852,0,0,0.000296531740744709,-0.0412844036697248,0.00158440416914295,0,0.00543014152477832,0,0.0108210798469821,0.00120295233046528,0.000330528846153846,-7.33826340531063e-05,0,0.00354176712040848,0.00474731358735651,-0.00103358410594807,-6.26121483293754e-05,0.00170176463844989,-1.1804424298227e-05,0.000987931670429468,-0.00113153782450059,-0.00279308894698406,0.0296885740792325,0.00458409780596621,0.0234489517392432,0.000107666363990142,-5.49763024654216e-05,0
-0.00116113261356692,0.0152845200676091,0.000978348635328657,0.00383406433789274,0,0,0.00570015071422142,-0.036697247706422,-0.000516418721027216,0,-0.000427779666641246,0,-0.00346846284552626,0.00363604235479618,-0.0001953125,0.000295854780612323,0,-5.15791328214829e-05,0.000102568768827567,0.00233653515965296,-6.92319550989789e-05,8.17621565741723e-05,-0.000731874306490073,0.000122766963883075,-0.000599519078279337,-0.000142831940463066,0.00962882162511382,0.0196435282218336,0.000978348635328813,0.0332255228376645,-9.91611379348153e-05,0
-0.000892709905310667,0.0126924084771959,0.0083228384751716,-0.00056249776031674,0,0,0.0040316329637054,0.541284403669725,-0.00145023867456763,0,-0.000847981749469552,0,-0.00508631060984911,0.00116964916588104,0.0484224759615385,0.000370174889440776,0,0.000137442838631301,0.000817602385267377,-0.000680889831494488,-2.25083959403297e-05,0.000688797289789395,0.000726574360886784,-8.18273339092245e-05,0.0197746940529304,-0.00113161095241882,0.00238393392843324,0.00106391490020877,0.00832283847517166,0.0036512796581523,-5.95329423395283e-05,0
0.000672234671012426,-0.00335937662117556,0.0138988159333844,-0.000399162452538833,0,0,0.00609535654186186,0.0963302752293578,-0.00139438345279849,0,-0.000704097292729705,0,-0.00365501591464884,0.00155204785569537,0.0140775240384615,0.000608528475984512,0,-1.40833458312572e-05,0.00098633629251925,-0.000911991710052605,-4.50366885663402e-05,0.00109272345171115,0.0224284061666313,-0.000298614910134175,0.00287275606759033,-0.00179608009622786,0.00816804113187771,0.0050575882502883,0.013898815933385,0.0114186129143238,-9.04008178600986e-05,0
0.0274631628980784,0.00836626361595447,-0.035407320423212,-0.00027805382256379,0,0,-0.0338136466335291,0.036697247706422,0.00328398665554629,0,0.0242069607303974,0,0.0272423614363902,-0.00221858051625005,-0.00111177884615385,-0.000103654300638087,0,-5.15791328214829e-05,-0.0254940813206311,-0.00159265620033718,0.000163250838200123,-0.00498468663197097,-0.0353188375002951,0.00308591832730674,-0.00126944172870528,0.00814566857126122,-0.00461573663352895,-0.00131313765252956,-0.0354073204232116,-0.00115708911661694,-1.91531202418389e-05,0
0.00414205201330889,-0.00906405483370694,0.00457270257115388,-0.000408970237468121,0,0,-0.000701974720513865,-0.0412844036697248,0.00119114175470663,0,-0.000841040353195195,0,-0.00403283382720793,-0.000280211813984394,0.00127704326923077,0.000351943169884757,0,-3.80787711938186e-05,0.000135599389297462,-0.000191657490053615,0.000223776221009116,0.000403013060886314,0.00231366716245249,-0.000464648191986351,0,-0.000644324325445096,-0.000184713195696969,-0.00064609003133914,0.00457270257115389,7.00601759908701e-05,0.000124435133456816,0
0.00445100835200652,-0.00821686605138385,-0.0153790088621698,-0.000492898804724296,0,0,-0.000381842842608894,-0.036697247706422,0.00298378842941603,0,-0.000594940022747656,0,0.00695948636568079,0.000394324662426394,-0.00276442307692308,0.000881278954629671,0,-3.88065750493385e-05,-0.000898633493040769,-0.000844156836527755,0.000746846376214276,-0.00194096552308148,-0.00403711310999363,-0.000893266804288485,-0.000591535168035907,0.00268654045373141,-0.00102406597190301,-0.00063803088841928,-0.0153790088621694,8.12561567384856e-05,0.00069822892320281,1
-0.000322536837101922,-0.00823651387004947,-0.00229919912814069,0.0118904591012361,0,0,0.00197165874139267,0.0229357798165138,-0.000559721609428513,0,0.000782876398299849,0,-0.00497102242266263,-0.00239491483317297,-0.000646033653846154,-7.46826162662908e-05,0,2.48750427791547e-05,-0.000256798270692681,0.000137484984141916,-4.12116611578935e-05,-0.000217709405081134,-0.000708265457893619,0.00486881857838374,0.000812181414763411,0.000347091138921239,-0.000505485182851965,-0.000674138911148237,-0.00229919912814067,0.00596301581124515,-0.000111286162632355,0
-0.00125061106539922,-0.00838866597714617,0.00360103650469437,-0.00041621820507528,0,0,-3.83385849934949e-05,0.0229357798165138,-0.000659147932950391,0.000887311446317658,-0.000798053040824816,0,-0.00364275632878065,0.000876754380312109,0.00270432692307692,7.13662796713558e-05,0,0.00244235211391507,5.36030190619127e-05,4.17300544635057e-05,5.9180868008091e-05,0.000308557375299392,-0.000819647405415299,-0.000469609260114897,0.00129774831956835,-0.000512234310991215,0.000145165093365629,0.00025952592144489,0.0036010365046947,4.09353916534057e-06,3.5439801854805e-05,0
