"X2014_F10100","X2014_F10200","X2014_F10300","X2014_F10400","X2014_F10500","X2014_F11100","X2014_F11200","X2014_F12000","X2014_F15100","X2014_F15200","X2014_F15300","X2014_F15400","X2014_F16100","X2014_F16200","X2014_F16300","X2014_F17000","X2014_F01000","X2014_F02100","X2014_F02200","X2014_F02300","X2014_F02400","X2014_F03100","X2014_F03200","X2014_F03300","X2014_F03400","X2014_F04000","X2014_F05100","X2014_F05200","X2014_F05300","X2014_F05400","X2014_F05510","X2014_F05520","X2014_F05600","X2014_F06000","X2014_F07001","X2014_F07002","X2014_F08000","X2014_V16140","X2014_TA","X2014_TL","X2014_TR","X2014_TC","X2014_WCTA","X2014_RETA","X2014_EBIT","X2014_LEV","X2014_STA","X2014_EBITTA","X2014_COGSSALES","X2014_ROI","X2014_EBITDA","X2014_NET","X2014_ROS","X2014_ROE","X2014_ROL","X2014_CAPAS","X2014_EC","X2014_ER","X2014_GL","X2014_AL","X2014_DEB","X2014_TOD","X2014_NT","X2014_STDE","X2014_CTA","X2014_CNS","X2014_ITA","X2014_EBITS","X2014_EBITDATA","X2014_NITA","X2014_EBITDAIE","X2014_EBITIE","X2014_APS","X2014_ARL","X2014_IOL","X2014_TATL","X2014_CFS","X2014_CARCL","X2014_CFD","X2014_WCEBITDA","X2014_DTA","X2014_lg","X2014_LD.LDE","X2014_DTA.TAY"
"1.719044e+04","1.952549e+05","5.273596e+04","2.789625e+04","2.030718e+06","1.705750e+04","3.375115e+04","2.460186e+03","2.186206e+06","2.274016e+04","6.103851e+03","3.662673e+04","1.805909e+04","1.634901e+03","3.813524e+04","7.922716e+03","3.759322e+02","3.929399e+04","2.772510e+05","7.446012e+05","7.337748e+03","2.444782e+05","3.830616e+05","3.586787e+04","1.059412e+05","2.178957e+04","2.932338e+05","4.247383e+03","2.925398e+04","2.235123e+05","3.202475e+05","1.723833e+05","8.045290e+04","9.733123e+03","4.544842e+05","6.233954e+05","5.745997e+04","3.401187e+03","1.246205e+06","8.990900e+05","2.210818e+06","2.171048e+06","2.044890e+02","3.742595e+01","2.431895e+05","3.506682e+02","1.679324e+03","5.447295e+02","3.311452e+01","2.129137e+01","2.610816e+05","8.597076e+04","1.651405e+02","1.187451e+04","2.844218e+02","3.237543e+03","8.399120e+01","1.362082e+02","1.199015e+03","1.107084e+03","2.299379e+05","3.213229e+05","1.675518e+05","1.885977e+05","2.389190e+01","4.991906e+01","3.940309e+00","9.777626e+01","5.515624e+02","1.986420e+02","2.428445e+04","2.380586e+04","2.956588e+03","3.265055e+02","3.581726e+02","3.017560e+03","1.744889e+03","1.152119e+03","8.888765e+02","1.651591e+02","7.075538e+02","1.615361e+04","5.163897e+01","1.058390e+02"
