"X2014_RETA_nm11_","X2014_CTA_nm11_","X2014_NET_nm11_","X2014_IOL_nm11_","X2014_APS_nm11_","X2014_GL_nm11_","X2014_CFS_nm11_","X2014_F05200_nm11_","X2014_NITA_nm11_","X2014_TC_nm11_","X2014_ROE_nm11_","X2014_EBITTA_nm11_","X2014_WCTA_nm11_","X2014_AL_nm11_","X2014_ROI_nm11_","X2014_V16140_nm11_","X2014_STA_nm11_","X2014_F12000_nm11_","X2014_EBITDAIE_nm11_","X2014_EBITS_nm11_","X2014_F16200_nm11_","X2014_ARL_nm11_","X2014_COGSSALES_nm11_","X2014_DEB_nm11_","X2014_TATL_nm11_","X2014_CARCL_nm11_","X2014_ROS_nm11_","X2014_F01000_nm11_","X2014_ROL_nm11_","X2014_EBITDA_nm11_","X2014_EBITIE_nm11_","X2014_ER_nm11_","X2014_EC_nm11_","not_survive"
0.000614239770956782,0.000240547038968283,0.000139582340319374,0,4.9617756357702e-05,2.78006038635194e-05,9.38822984787819e-05,0,0.000347185046390648,0.00043066761601274,0.000673712220108764,0.00366099697913277,-0.0032601589698282,7.5272818712711e-06,0.000602789985667616,0.0108785555200501,0.00279942999781602,0,0.013959551736145,0.00433853157730206,0,0.00339453173041889,0.00564832494655944,0.00357226908696051,0.000480520750227925,0.000465229721802875,8.88330141288043e-05,0,0.000351590445594493,0.00134823768485192,0.020793203064142,0.00724866977768866,0.0120588136136459,0
0,0.00681869561415118,-0.00825862180222963,0,0.00272787997534832,0,0.0164152898626936,0,-0.00309728774054742,0.000327031023924112,-0.0537622351646794,0.000685631252411316,-0.000177980948959425,0.00404322569085419,-0.046967386383268,0.0111725705341055,0,0,0.0221540968555929,0.0611256320378696,0,0.000151165051727326,0.196974844682705,0.0175960563986392,0.000205165363979216,0.000172894615673461,-0.0444757290738215,0,-0.00133921253418503,0.0020606587342339,0.0181047889305964,0.433827776534396,0,1
0,0.0168670147622835,5.81593084664059e-05,0,9.40438011355375e-05,0,0.00018730663452596,0,0.000375685311392865,9.21214151898908e-05,8.42140275135955e-05,0.00517852581426127,-0.00197069310862749,0.000903273824552532,0.0011741846595817,0.00588030028110818,0.0018219842357059,0,0.00778275893254099,0.00942919320888527,0,0.00214928799709942,0.00250424379744478,4.95786067584001e-05,0.000389532852574362,0.00223668135482152,0.000147693913734476,0,0.000308412671574116,0.000723911711468788,0.00793922298812694,0.00716263495966732,0.0122036594477063,0
0,0.0292205892331044,0.000407115159264841,0,0.000113635204112832,0,0.000186679944921468,0,4.15851807985022e-05,0.00575666723521628,0.000589498192595168,0.000139946874094089,-0.004848688163411,0.000636011419430229,0.00013152972662941,0.00676234532327441,0.00175734106527151,0,0.000706538404903471,0.000264192295852137,0,0.000812889780145525,0.000427470203371553,0.00365403029810595,0.000334233461444439,0.000390074086322867,1.69498373487662e-05,0,2.92922294591936e-05,0.00124865194676627,0.000714110004223058,0.00732119819828215,0.0119393513778285,1
0,0.000504279334704592,-4.65274467731247e-05,0,5.02130767771199e-05,0.00060049304345202,4.81598646404388e-06,0,-0.000242611237236839,0.000187927686987377,-1.87142283363545e-05,0.00431296231040502,-0.000824859498390268,1.80654764910506e-05,-0.000460464572384979,0.00529227025299737,0.00256127187386714,0,0.00430316565317743,0.00558641232085706,0,0.000115574920598743,0.00634416681260726,1.28053906344795e-05,0.000518974915665815,5.66064716664757e-05,-6.78481844606557e-05,0,-0.000265351279693957,0.000800516125380829,0.00409563090657342,0.00741439094092295,0.0117892836367129,0
0.00303003845776104,0.0120819090087987,0.000825862180222963,0,1.21518936229342e-05,0.000625513586929188,5.83397641722204e-05,0,0.00368481448720796,0.000121139660974706,0.000597919595346528,0.00497740704593345,-0.000151244488290999,0.0021076389239559,0.0126794084913005,0.00382219518272032,0.00205040800737373,0,0.0128065504128056,0.00805333700625811,0,0.00153136769793334,0.0147374615166638,5.21880071141054e-06,0.00267876510184533,0.000335350460933212,0.00128723647569179,0,0.0208024346976742,0.00104565024989936,0.00714110004223058,0.00578103987800095,0.0151201790059683,0
0.0240843777647641,0.00280685657305002,0.000418747020958122,0,5.89932045066867e-06,0.0170047026965194,2.7211256852558e-05,0,0.000357456793325283,0.000458764647645656,8.42140275135955e-05,0.000557611735716349,0.0033662588179587,0.00170618389082145,0.00169761637529884,0.00411621019677573,0.00121209677195986,0,0.00667093622789228,0.00152618652641661,0,0.00255227949655557,0.00128752160584541,3.04430041498948e-05,0.00933425365385281,0.0021265164522706,0.000211236644062099,0,0.00703180891188986,0.000620495752687533,0.00646899650884417,0.00708559499062438,0.0123363468998265,0
0.0145489694808692,0.000735891052370658,0.038059451460416,0,5.0030891458085e-05,0.00237808813300458,5.51295813987109e-05,0,0.000869685709659867,0.0133884658766228,0.00112468693071218,0.000240569711021929,0.00228013177369742,6.30587386951768e-05,0.00528700203825827,0.0411621019677573,0.00101385278761433,0,0.00599606442157258,0.000787189062435719,0,0.00151739386494093,0.000944894661030876,9.92104665852841e-05,0.0011230265125853,0.000522801984144515,0.000614427199904097,0,0.00205833590621789,0.010039008443173,0.00579222558980925,0.00659888116923734,0.0132462391054266,0
0.018577228945836,0.000659860227032132,0.0114690156295752,0,2.8752355242023e-05,0.00621959944522286,3.33829599871617e-05,0,0.000990561685940351,0.00266230889898784,0.016607006225681,0.000349130380640259,0.00362351933395693,0.000124101968938522,0.00801208355949867,0.0126426456043826,0.000803793986703483,0,0.00167679335308502,0.00144097316579047,0,0.00167784634730088,0.00250014947600324,0.000500135068176843,0.00288802336358876,0.000399974928843355,0.000882713506302473,0,0.0060290118148899,0.00389916466812289,0.00160128666829312,0.00627180473227151,0.0139370343190448,0
0,0.0358758726689839,-0.000290796542332029,0,0.000225485137225558,0,8.3577431761428e-05,0,-0.0179792256166586,3.36243165443101e-05,-0.0245904960339699,0.019144497171241,-0.0223553757931076,0.0001693638421036,-0.0160847213641329,0.00882045042166228,0.00408327616866214,0,0.00457082667466693,0.015554219176694,0,9.57104811208337e-05,0.000629129875583553,0.00736372780380027,7.24923545602473e-05,3.821233517108e-05,-0.00315388044953829,0,-0.00274680035620698,0.00027960611077895,0.0046627182628682,0.0111655033511897,0.00782860880039962,0
