"X2014_EBITDA_nm5_","X2014_EBITIE_nm5_","X2014_COGSSALES_nm5_","X2014_NET_nm5_","X2014_AL_nm5_","X2014_ROI_nm5_","X2014_F05200_nm5_","X2014_IOL_nm5_","X2014_WCTA_nm5_","X2014_V16140_nm5_","X2014_CNS_nm5_","X2014_F12000_nm5_","X2014_F16200_nm5_","X2014_EBITS_nm5_","X2014_DEB_nm5_","X2014_ROE_nm5_","X2014_TOD_nm5_","X2014_EBITTA_nm5_","X2014_F01000_nm5_","X2014_ROS_nm5_","X2014_LEV_nm5_","X2014_NITA_nm5_","X2014_CARCL_nm5_","X2014_APS_nm5_","X2014_ARL_nm5_","X2014_STA_nm5_","X2014_TC_nm5_","X2014_ROL_nm5_","X2014_ER_nm5_","X2014_EC_nm5_","X2014_TATL_nm5_","X2014_GL_nm5_","X2014_CFS_nm5_","not_survive"
-0.00963439793709183,0.0583570336594766,-0.00347363463683651,-0.0046520219123368,-0.00608483615366241,-0.00561376305490025,-0.000308689020782189,-0.000220710442664151,-0.00348124360150321,0.023138210947424,-0.00756840342092194,-0.00265101199819477,-0.000278981358067109,-0.00232789298691817,0.0051564493791084,-0.00416909462520044,-0.000443050837040831,0.00187601169551577,-0.00116307978955972,0.000673329641125886,-0.00158022868207518,0.000751962659524718,-0.00546084332264439,-0.000453376698103689,0.000915772937846354,0.00088999774930418,-0.00349817958990896,-0.00392152404089569,-0.000532862835632246,-0.00561376305490032,-0.0036810789708309,-0.00460589877974066,-0.000596519025369416,0
-0.00761825091724837,0.0478220891885749,0.708947254987534,-0.0247916189243395,0.00477953570848039,-0.114051802742853,-0.000308689020782189,-0.000220710442664151,0.00130107155579896,0.0281735809940867,-0.00409665687112735,-0.00265101199819477,-0.000278981358067109,0.123464285753494,0.0603838600612989,-0.11584589844794,-0.000438306053288592,-0.00207925975767641,-0.00116307978955972,-0.0799875413674264,-0.00158022868207518,-0.00417171905493107,-0.00601436660384292,0.00238362302950362,-0.00686989452455446,-0.00200489823858264,-0.00366216417128696,-0.0070133405859747,0.878222745859955,-0.114051802742853,-0.00430710132599712,-0.00466237221269247,0.0225875372105905,1
-0.0114012364544815,0.0079868304079776,-0.0151808934757705,-0.00484728116314569,-0.0036734261453584,-0.00431124700268225,-0.000308689020782189,-0.000220710442664151,-0.00148050513309195,-0.062463079845843,-0.00214037045603918,-0.00265101199819477,-0.000278981358067109,0.00894870702740615,-0.00871634186711572,-0.00537846595372639,-0.000448546773893689,0.00389332285396405,-0.00116307978955972,0.000779866566613238,-0.00120138399133371,0.000792702198585877,-0.0021066798991146,-0.000406317572959143,-0.00207342149427227,-0.00012078080822971,-0.00403386255574374,-0.00400047928150764,-0.000710095094976069,-0.00431124700268225,-0.00388794057886663,-0.00466237221269247,-0.000463812636401229,0
-0.00991622493986565,-0.0203258328575709,-0.0229139400679442,-0.00401045580253616,-0.00439291453615496,-0.00668801887175089,-0.000308689020782189,-0.000220710442664151,-0.00594600948746157,-0.0473569697058547,0.00222157097825066,-0.00265101199819477,-0.000278981358067109,-0.0113531823745516,0.00547843515124299,-0.004341861957847,-0.000448546773893689,-0.00280465960503881,-0.00116307978955972,0.000543222682181767,-0.00157508844228173,0.000315124698179184,-0.0056031471140099,-0.000385565010153334,-0.00528143130176832,-0.000187628436097087,0.00492917025219646,-0.00451088126880081,-0.000383453838855681,-0.00668801887175103,-0.00401366412306904,-0.00466237221269247,-0.000464702829662802,1
-0.0111844464523478,-0.00707484801526476,-0.000882607099559811,-0.00509832877132855,-0.00605646662415296,-0.00803749255866126,-0.000308689020782189,-0.000220710442664151,0.000297373174027756,-0.0725338199391685,-0.00750273419747325,-0.00265101199819477,-0.000278981358067109,0.000436355165688071,-0.0088611593450084,-0.00558962602696108,-0.000335210395432233,0.00274269502123035,-0.00116307978955972,0.000389740139585447,-0.000113456407732738,-9.11182287792626e-05,-0.00623455293687519,-0.000452746093730543,-0.00695532825849852,0.000643717971620816,-0.0038822679205143,-0.00504966886699787,-0.000191476210349763,-0.00803749255866121,-0.0035936531625279,-0.00344254606093338,-0.000723034975562746,0
-0.01049071844552,0.00485926876817864,0.0303705536655541,-0.00300626536980472,-0.000431194201420247,0.0219153515452563,-0.000308689020782189,-0.000220710442664151,0.00134255591531405,-0.0977106701724823,-0.00413191991561852,-0.00265101199819477,-0.000278981358067109,0.00590097351119748,-0.00889103627540151,-0.00432458522458234,-0.000418261529050321,0.0036259677130736,-0.00116307978955972,0.0028424133816676,0.00201879587996877,0.00552291777047795,-0.00570676381980285,-0.000493063119253732,-0.0035567326472114,0.000115432656888216,-0.0039879468729579,0.0334750617089466,-0.00355618954200906,0.0219153515452561,0.00131664460733574,-0.00339171997127675,-0.000647006099531975,0
-0.011693902957362,0.0022255326504532,-0.0197114640802029,-0.00398256162384917,-0.00151193818273296,-0.00311806435137859,-0.000308689020782189,-0.000220710442664151,0.00680032287862426,-0.0926753001258196,-0.00624874951718161,-0.00265101199819477,-0.000278981358067109,-0.00855767067324945,-0.00879170023931743,-0.00537846595372639,-4.88584941337431e-05,-0.00224944116942273,-0.00116307978955972,0.000894877502081928,-0.00158022868207518,0.000766645548804425,-0.00231527215182169,-0.000499686275216872,-0.00110604465539892,-0.000751466616854415,-0.00345372154784649,0.00829397961378059,-0.000868797909572251,-0.00311806435137892,0.0164479433804282,0.0298805442761644,-0.000691223184449507,0
0.014960427804977,-0.000426493301423094,-0.0209872652246061,0.0862830006072322,-0.00593534173266244,0.00506407779492501,-0.000308689020782189,-0.000220710442664151,0.00511508542921099,0.541781325753689,-0.007189684485776,-0.00265101199819477,-0.000278981358067109,-0.0101946639397457,-0.00852088545832538,-0.00324390792955843,2.54949507397608e-05,-0.00267089768432245,-0.00116307978955972,0.00162464348412961,-0.00139090801268156,0.00149884821231104,-0.00535183285182102,-0.000452939076963033,-0.00359027668574668,-0.000956471105393983,0.0170049948248718,-0.000800554941301355,-0.00187143140380351,0.00506407779492458,-0.00222033772280778,0.000168414967040632,-0.000651566065187874,0
-0.00241529086603945,-0.0168493011821733,-0.0151961390367508,0.022516908128786,-0.00577100924648014,0.0112760055343005,-0.000308689020782189,-0.000220710442664151,0.00719948894129279,0.0533504312274005,-0.00713340368866738,-0.00265101199819477,-0.000278981358067109,-0.00874643139890751,-0.00694199473982088,0.0285184847115296,0.000263955450015787,-0.00252658368835734,-0.00116307978955972,0.00211023576059027,-0.00154267364316689,0.00167163367787956,-0.00558440031718782,-0.000475478767446215,-0.00320511219621222,-0.00117369331864865,3.29550624304619e-05,0.00646025641069874,-0.0025452108948835,0.0112760055343007,0.00179239469757109,0.00797196242195238,-0.000682456470427978,0
-0.012658618466857,-0.00485263316593392,-0.0221630427889012,-0.00568410652375522,-0.00564916123619572,-0.0436535845600507,-0.000308689020782189,-0.000220710442664151,-0.0331094299773831,-0.0121093793792154,-0.00241938787193663,-0.00265101199819477,-0.000278981358067109,0.02251658344799,0.0200876832167111,-0.0559992944191699,-0.000448546773893689,0.0224588414818974,-0.00116307978955972,-0.00519590995544741,-0.00158022868207518,-0.0254446191266461,-0.00626938140110773,-0.00026708586067958,-0.0070030126356977,0.00221762556351843,-0.00412642274167709,-0.00958726751230805,0.0075358386467502,-0.0436535845600507,-0.00460873432092402,-0.00466237221269247,-0.000611156770829742,0
