"X2014_STA_nm10_","X2014_DTA.TAY_nm10_","X2014_TATL_nm10_","X2014_CFD_nm10_","X2014_F05200_nm10_","X2014_CTA_nm10_","X2014_WCTA_nm10_","X2014_V16140_nm10_","X2014_F12000_nm10_","X2014_TR_nm10_","X2014_ROE_nm10_","X2014_F16200_nm10_","X2014_CARCL_nm10_","X2014_ROI_nm10_","X2014_DEB_nm10_","X2014_F01000_nm10_","X2014_ITA_nm10_","X2014_ROL_nm10_","X2014_EBITS_nm10_","X2014_EBITIE_nm10_","X2014_RETA_nm10_","X2014_COGSSALES_nm10_","X2014_STDE_nm10_","X2014_EBITDATA_nm10_","X2014_ER_nm10_","X2014_EBITTA_nm10_","X2014_EBITDA_nm10_","X2014_EBITDAIE_nm10_","X2014_EC_nm10_","X2014_ARL_nm10_","not_survive"
0.000247287494774463,0.000380505907543893,3.91948320918098e-05,7.27523250575122e-07,0,4.94708565134003e-06,0.000549270792494868,0.000195547851087669,0,2.74260157161206e-05,4.26406347864683e-05,0,2.37889802205135e-05,3.36768241503637e-05,0.000270358437808476,0,0,2.412299885524e-05,0.00013786746120776,0.000603465861109633,1.23829965556835e-05,0.000146986085852303,2.61170034282336e-05,0.000273422494813569,0.000165361247119919,0.000278691990796574,4.85841180174478e-05,0.000393583281176012,0.000162832476626704,0.000192946481981915,0
0,0.000133488957728513,1.67348069535106e-05,0.00039078391745178,0,0.000140233159295177,2.99861871119382e-05,0.000200832928144092,0,0,-0.00340272265596017,0,8.84076489470719e-06,-0.00262398588171582,0.00133171443799987,0,0.00863657107314635,-9.18848132361608e-05,0.00194241658810774,0.000525441992198489,0,0.00512586681984579,1.38580018190627e-05,6.30111336667121e-05,0.00989675407531998,5.21934161038619e-05,7.42564076516673e-05,0.000624624794314732,0,8.59227936154906e-06,1
0.000160944877177774,0,3.17731851197975e-05,4.13539531905859e-05,0,0.000346886692387992,0.000332021896955853,0.00010570154112847,0,5.93699389842105e-06,5.33007934830854e-06,0,0.000114370097214007,6.55996470428952e-05,3.75223544073122e-06,0,0,2.1160525311614e-05,0.000299635696037704,0.000230414237878224,0,6.51678147572814e-05,2.87820037780533e-06,0.000381265780378181,0.000163398566346746,0.000394213291295803,2.60863588218683e-05,0.000219431386850343,0.000164788357747748,0.000122166351868249,0
0.000155234626275459,0.000273964253431603,2.72625571207182e-05,6.1471471798178e-05,0,0.000600950060906183,0.000816905805736703,0.00012155677229774,0,0.000362967534287371,3.73105554381597e-05,0,1.9945984293758e-05,7.34833620259663e-06,0.000276546334851086,0,0.000759396920928764,2.00977138760628e-06,8.39535691991749e-06,2.07250901795228e-05,0,1.11240363482178e-05,0.000447826658783711,1.03992007610209e-05,0.000167015811398442,1.06534021113227e-05,4.4995518391159e-05,1.99205324737432e-05,0.000161219355108722,4.62049660377682e-05,1
0.000226249810003831,0.000168223664387826,4.2331438693822e-05,1.64722245413235e-06,0,1.03709988353393e-05,0.000138972128221593,9.51313870156227e-05,0,1.17002221217664e-05,-1.1844620774019e-06,0,2.89450602942653e-06,-2.57253517815275e-05,9.69144631377946e-07,0,0,-1.82060368718792e-05,0.000177521926535165,0.000118864487794322,0,0.000165093944948624,1.48055574989986e-06,0.00034033688548707,0.000169141783282696,0.000328322601566882,2.88468200728596e-05,0.000121325819713549,0.000159192961573626,6.56932269480207e-06,0
0.000181122678475446,8.7809055587052e-05,0.000218499926029054,0.000203706510161034,0,0.000248476301993078,2.54816347033702e-05,6.87060017335053e-05,0,9.67295591254941e-06,3.78435633729906e-05,0,1.71477554167541e-05,0.00070837641673697,3.94972151655918e-07,0,0,0.00142727743226836,0.000255914497225752,0.000207250901795228,6.10851943494285e-05,0.000383512245529157,6.39600083956741e-07,0.000380392319254748,0.000131880744080611,0.000378903202199496,3.76802960760319e-05,0.000361074927568554,0.00020417068158304,8.70435257061274e-05,0
0.000107070501636408,4.0141282554081e-05,0.000761370876266191,0.000164905270130361,0,5.77257568310209e-05,-0.000567146469173695,7.39910787899288e-05,0,2.98876961130269e-05,5.33007934830854e-06,0,0.000108736943172123,9.48428631945476e-05,2.30400421799286e-06,0,0,0.000482459977104799,4.84983128456087e-05,0.000187744934567441,0.000485538027670041,3.35051122384108e-05,0,4.31864873801151e-05,0.000161641081766854,4.24479794995992e-05,2.23597361330299e-05,0.000188084045871722,0.000166580061901926,0.000145072542843546,0
8.95586301907341e-05,3.67506574280957e-05,9.16023617597223e-05,6.09472308028971e-06,0,1.5134320845298e-05,-0.000384156048193414,0.000739910787899288,0,0.000936568027712382,7.11837535823081e-05,0,2.67328708317754e-05,0.000295375573845741,7.50850120954058e-06,0,2.07173149739561e-06,0.000141224641714699,2.50148594276264e-05,0.000168103509233907,0.000293305395529369,2.45889478883943e-05,1.03771850356246e-05,1.8703714848581e-05,0.000150537857732178,1.83132769767922e-05,0.000361758446942417,0.000169056338899103,0.00017886651113716,8.62492476937794e-05,0
7.10030975740603e-05,0.000111159029170126,0.000235568580044448,1.19946442007864e-05,0,1.35706723933985e-05,-0.000610489658511309,0.00022725831342621,0,0.00019594975959374,0.00105109164748644,0,2.04522523498348e-05,0.000447621120998582,3.78514978670255e-05,0,0.0001879318039226,0.000413656989065505,4.5790449716994e-05,4.64729669202005e-05,0.000374514599880276,6.50612684291918e-05,6.12950080458543e-05,2.74577029122958e-05,0.000143076382843822,2.65774163111296e-05,0.00014050747767546,4.72764342462749e-05,0.000188194451602881,9.53694281649744e-05,0
0.00036069597561235,0,5.91301346212648e-06,1.63692731379403e-05,0,0.000737822488571284,0.00376642829139338,0.000158552311692704,0,1.3901254006059e-06,-0.00155638316970609,0,1.95394327353321e-06,-0.000898625301957473,0.000557305705986501,0,0,-0.000188460928556562,0.000494273389683006,0.000135322647642766,0,1.63718162074052e-05,0.000186550024487383,0.00140950183811767,0.000254714535976985,0.00145736750395145,1.00756835661184e-05,0.000128872401800995,0.00010571120844493,5.44022035663296e-06,0
5.67917851432014e-05,0.000183692507090155,2.9959127157603e-05,7.76267763919855e-06,0,6.9057961736333e-05,0.000134990279511451,6.87060017335053e-05,0,5.66476100746906e-05,0.000142846126534669,0,4.00286592727331e-05,0.000192982496240351,0.000105128421032417,0,1.10843487459528e-05,2.02409633475401e-05,4.03063309106894e-05,3.2464285343998e-06,1.43034104283023e-05,4.89355385540025e-05,0.000113529014902321,2.0769998450399e-05,0.000156009709908418,1.87119626116823e-05,3.75422730134824e-05,3.54826331509977e-06,0.00017259298425991,5.1670170550663e-05,0
2.01049658190491e-05,0.00019225561644323,3.02496477453133e-05,4.47571601680715e-06,0,3.87334022145681e-05,9.98806337861231e-05,7.39910787899288e-05,0,2.52539447776739e-05,-0.00014391214240433,0,2.22957897673515e-05,-0.000351775664380969,0.000111118831999198,0,0.000218107592846514,-1.92926827337523e-05,0.000199862529520818,9.66590340305474e-06,0.000128605515049062,0.000385304572016939,9.18892120617851e-05,3.23405426934909e-05,0.000193412746810726,3.28469669556344e-05,6.23864242724045e-05,9.37103050419075e-06,0.00013921616775841,6.77578156266892e-05,1
0.000513300033175163,8.42966933635702e-05,2.89480051154965e-05,2.91009300230049e-05,0,0.000267928916931514,-0.000158233638897528,0.000142697080523434,0,8.53479074080333e-05,6.39609521797024e-06,0,4.8973711210527e-05,5.35325239384411e-06,1.85636911278282e-05,0,0,5.13255294792341e-06,2.66882954783728e-05,9.51702433291179e-06,0.0002889502540659,1.57329431623249e-05,1.91880025187022e-06,0.000119046195344965,0.000167142539265838,0.000111983151215357,3.6714134638185e-05,9.96223739583396e-06,0.00016109711821352,1.234659939094e-06,0
5.63671516698457e-05,2.00514807603082e-05,6.26052883510414e-05,6.84608971394772e-06,0,2.72006706030893e-05,6.22076820359121e-05,0.000142697080523434,5.74745675038795e-05,0.000111181071102626,1.36684005684508e-06,0,4.63713949298141e-05,0.000166452290003579,5.69090147589342e-07,0,0.00025237351087681,3.57782819808935e-05,4.59684005848124e-05,8.36410936507918e-06,0.000141443531546904,5.47550095287332e-05,5.17481590883253e-07,2.39625247370838e-05,0.000157492978672714,2.11809793983934e-05,8.75066216564258e-05,9.31749375548304e-06,0.00017096750365343,7.92637287194399e-05,0
5.57889139911157e-05,1.59352809602275e-05,6.15333366994837e-05,2.89021322876927e-06,0,1.2518456350413e-05,4.26027207475244e-05,0.000179692619918398,0,0.00026664342840372,1.47110190013316e-07,0,1.44617920785981e-05,1.9813419330093e-05,5.01088003067475e-07,0,0,4.37332349188534e-06,3.01693801063228e-05,8.59431303992849e-06,0.000142747479685532,3.02742301660931e-05,8.11439306513118e-07,1.53347217712211e-05,0.000166228359048385,1.3758619142182e-05,0.000135676670486225,9.43202821609546e-06,0.000161983078944906,6.65519337374752e-05,0
6.61285113728665e-05,3.08436576711076e-05,4.87447665499505e-05,2.97405109026314e-06,0,1.62611700203097e-05,-0.000265598034030883,8.98463099591992e-05,0,5.97464312802079e-05,1.70804815479887e-06,0,7.85398519726421e-06,0.00019249844397603,6.80728518952436e-07,0,0,3.73773938306465e-05,3.5918750965749e-05,5.05381878174459e-06,5.38332098892422e-05,2.85693351171396e-05,3.04052312638526e-07,2.29792816762567e-05,0.000156036522361322,1.94164812326807e-05,3.85084344513293e-05,5.88950042628625e-06,0.000172563326836175,1.43478339076034e-05,0
3.12321385133089e-05,4.32575136997268e-05,4.9664463036644e-05,0,0,0,-0.000409807505337968,0.000169122465805551,0,6.60309565287804e-06,2.39853570673884e-05,0,5.41249094933415e-07,2.32211139974852e-05,1.47456269951543e-05,0,0,2.30842094308516e-06,0.000279387409885709,7.03027568834792e-05,0,0.000144761322254951,9.27420121737274e-06,7.21545069099194e-05,0.000166014376729052,7.13294882784459e-05,2.82947278226613e-05,0.000101008098708888,0.000162191865169378,1.66590479820339e-06,0
0.000104587256306493,0.000182642835621068,4.97368903785724e-05,1.12822067166111e-05,0,6.04570266555066e-05,-3.16886995670116e-05,8.98463099591992e-05,0,3.4463525556688e-05,0.000199344967626739,0,5.37260943707589e-05,0.000489217706760577,2.13943248813622e-05,0,0,0.000138800024182458,0.000152250577169313,4.52700989411536e-05,9.00769816341531e-05,0.000276269234975087,2.27058029804643e-05,0.000136739824172547,0.000141164689997421,0.000130166213815612,8.35039528424884e-05,4.68275093631243e-05,0.000190743035011862,0.000101773968517934,1
0.000106313468922964,0.000101887532267952,7.92437355557201e-05,3.5546738627449e-05,0,0.000119554569907384,-9.15451320824779e-05,8.45612329027757e-05,0,5.28537261688703e-05,0.000146044174143654,0,4.52998919506287e-05,0.000212965678788547,2.02094084263945e-05,0,0,0.000107649864598302,5.43158389168703e-05,3.36921252116305e-05,0.000278307847588988,5.83229076547477e-05,2.82490037080894e-05,4.97080024188531e-05,0.000154910794242817,4.72036232634505e-05,4.56856337039069e-05,3.49359254677554e-05,0.000173817334926391,0.000153105875834882,0
