"X2014_DTA_nm99_","X2014_F03100_nm99_","X2014_F15400_nm99_","X2014_APS_nm99_","X2014_COGSSALES_nm99_","X2014_F05510_nm99_","X2014_F05100_nm99_","X2014_EBITS_nm99_","X2014_DTA.TAY_nm99_","X2014_F03400_nm99_","X2014_V16140_nm99_","X2014_NET_nm99_","X2014_CNS_nm99_","X2014_ROI_nm99_","X2014_CARCL_nm99_","X2014_LEV_nm99_","X2014_NITA_nm99_","X2014_RETA_nm99_","X2014_ARL_nm99_","X2014_GL_nm99_","X2014_LD.LDE_nm99_","X2014_DEB_nm99_","X2014_TATL_nm99_","X2014_EBITDAIE_nm99_","X2014_CFD_nm99_","X2014_EBITIE_nm99_","X2014_AL_nm99_","X2014_EBITDA_nm99_","X2014_ROE_nm99_","X2014_ER_nm99_","X2014_EC_nm99_","not_survive"
1.42710822806419,0.019047619047619,64.5,0.695992629707096,1.59991831767299,0.0213903743315508,0,1.39479998048888,5.83333333333333,0.0119047619047619,1.68181818181818,0.244897959183673,0.0268948655256723,0.494300993124524,0.52587086614173,0,1.22257053291536,0.0962866681958353,3.30652777777777,0.0485799701046337,1.66371681415929,10.893899204244,0.736056644880176,5.38095238095238,0.0427210884353741,8.38983050847458,0.0275441329179647,0.695652173913043,1.11111111111111,1.01296378693923,0.987202122024124,0
0.0753127305798171,0,0,38.2642121880889,55.7941805951897,0,0,19.651356422029,2.04644808743169,2.23809523809524,1.72727272727273,-14.4897959183673,1.86296056884292,-38.5142857142855,0.195430852833536,0,-10.9067275878368,0,0.147246065808298,0,1.66371681415929,53.6604774535809,0.314270152505447,8.53968253968254,22.9473275024296,7.30508474576271,14.7951342530782,1.06324110671937,-88.6666666666667,60.6251685999461,0,1
1.76045514999261,0,0,1.31916066474484,0.709340479055018,0,1,3.03140319931878,0,0.321428571428571,0.909090909090909,0.102040816326531,2.89756097560976,0.962857142857134,2.52822531798909,7.33333333333332,1.32293080054274,0,2.09356725146199,0,1.42604298356511,0.151193633952255,0.596682337652412,3,2.42835660580021,3.20338983050847,3.30529595015576,0.373517786561265,0.138888888888889,1.00094086994282,0.99906001446132,0
2.05172490343205,0,14,1.59397099634304,0.121083226461703,0,1,0.084935513902384,4.2,35.2142857142857,1.04545454545455,0.714285714285714,5.20441458733204,0.107857257161144,0.440918943955533,0.0995001190192809,0.146437230458944,0,0.791815440768072,0,0,11.1432360742706,0.511975310370654,0.27234753550543,3.60968282576063,0.288135593220339,2.32731859570596,0.644268774703557,0.972222222222222,1.02309925535459,0.977422273319338,1
1.32136466658714,0.171428571428571,23.5,0.704343241557457,1.79701925613295,0,3.6,1.79598273224502,2.57894736842105,0.0119047619047619,0.818181818181818,-0.0816326530612245,0.0616246498599439,-0.377591036414563,0.0639849366655252,28.3924528301886,-0.854326396495072,0,0.112578616352201,1.04932735426009,0.237673830594185,0.0390509873268493,0.794960332141246,1.65873015873016,0.096726992683866,1.65254237288136,0.0661059190031153,0.41304347826087,-0.0308641975308642,1.03612245497547,0.965136886280186,0
0.255996733693989,0.0428571428571429,0,0.170455679970181,4.1744649714025,0.0588235294117647,2,2.58907745606045,1.34615384615384,0.333333333333333,0.590909090909091,1.44897959183673,1.84431137724551,10.397392721347,0.379062276306369,69.6666666666665,12.9756326148079,0.474981141563992,1.49166666666667,1.09304932735426,0,0.0159151193633952,4.10330428467684,4.93650793650794,11.9619047619047,2.88135593220339,7.71235721703011,0.539525691699605,0.986111111111111,0.807870164715081,1.23782266467618,0
0.0734665182494582,1.74761904761905,0,0.0827502864971522,0.364697396322176,2.44385026737968,0,0.490655628370932,0.615384615384615,0.404761904761905,0.636363636363636,0.73469387755102,0.724806201550386,1.39208261617899,2.40370078740156,0,1.25874125874126,3.7754059573947,2.48611111111111,29.7147483806677,0,0.0928381962864721,14.2981118373276,2.57142857142857,9.68344671201814,2.61016949152542,6.24333679473867,0.320158102766798,0.138888888888889,0.990174936167276,1.00992255355478,0
0.521150689514569,64.7666666666667,43.5,0.701787712073718,0.26764647762972,55.1497326203209,49,0.253074403023978,0.563404748118123,3.96428571428571,6.36363636363636,66.7755102040816,0.22718392408596,4.33545748983873,0.590947481079426,3.66469851494005,3.06249400019199,2.2806595457238,1.47805510824834,4.15557341756683,0,0.302549667081687,1.72024023223333,2.31128747795414,0.357889872930304,2.33709981167608,0.230747075765591,5.1798418972332,1.85487528344671,0.922159218692408,1.08441143322079,0
0.23744791162413,20.4190476190476,0.5,0.403311814240506,0.708180740560024,18.6310160427808,1,0.463260277750333,1.70411985018726,0.94047619047619,1.95454545454545,20.1224489795918,0.256948551153164,6.57008403361342,0.452110328314221,0.726956521739129,3.48814426443643,2.91211927993448,1.63434782608696,10.8683953987132,0,1.52519893899204,4.42384389504595,0.646349206349206,0.704340727595385,0.646101694915254,0.454118921847487,2.01185770750988,27.3888888888889,0.876451992902197,1.14096380417678,0
9.45968882602546,0,0,3.1628998394467,0.178204409566518,0,0,5.00054551122193,0,0.0714285714285714,1.36363636363636,-0.510204081632653,2.75,-13.1898238747553,0.0431931857574405,0,-63.3116883116883,0,0.0932291666666667,0,1.66371681415929,22.4562334217507,0.11104302832244,1.76190476190476,0.961224489795918,1.88135593220339,0.619742990654206,0.144268774703557,-40.5555555555556,1.56032084569733,0.640893828187682,0
